USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
726050,14745,CONCORD MUNICIPAL AIRPORT,US,NH,KCON,43.205,-71.503,104.6,19730101,20200212
726055,4743,PEASE INTERNATIONAL TRADEPORT AIRPORT,US,NH,KPSM,43.083,-70.817,30.5,20060101,20200212
726056,54791,SKYHAVEN AIRPORT,US,NH,KDAW,43.278,-70.922,98.5,20060101,20200212
726060,14764,PORTLAND INTERNATIONAL JETPORT AP,US,ME,KPWM,43.642,-70.304,13.7,19730101,20200212
726064,64709,SANFORD REGIONAL AIRPORT,US,ME,KSFM,43.394,-70.708,74.4,20060101,20200212
726070,14606,BANGOR INTERNATIONAL ARPT,US,ME,KBGR,44.798,-68.819,45.1,20100801,20200212
726071,14606,BANGOR AIRPORT,US,ME,KBGR,44.798,-68.819,58.5,19411201,19900228
726073,14615,WATERVILLE ROBERT LAFLEUR ARPT,US,ME,KWVL,44.533,-69.667,94.5,20060101,20200212
726077,14616,HANCOCK CO-BAR HARBOR ARPT,US,ME,KBHB,44.45,-68.367,26.8,20060101,20200212
726079,94601,KNOX COUNTY REGIONAL ARPT,US,ME,KRKD,44.067,-69.1,14.3,20060101,20200211
726080,14608,EASTPORT,US,ME,KEPM,44.917,-67,23,19730101,20050604
726083,4836,NRN AROOSTOOK REGIONAL APT,US,ME,KFVE,47.286,-68.313,301.1,20060101,20200211
726088,14606,BANGOR INTL,US,ME,KBGR,44.798,-68.819,58.5,19900301,20100731
726111,94765,LEBANON MUNICIPAL AP,US,NH,KLEB,43.626,-72.305,173.7,19760305,19770227
726114,54771,MORRISVILLE-STOWE ST ARPT,US,VT,KMVL,44.534,-72.614,223.1,20060101,20200212
726115,54740,HARTNESS ST (SPNGFLD) ARPT,US,VT,KVSF,43.344,-72.518,176.2,20060101,20200212
726116,94765,LEBANON MUNICIPAL AIRPORT,US,NH,KLEB,43.626,-72.305,182.3,19930101,20200212
726130,14755,MT. WASHINGTON OBSERVATORY,US,NH,KMWN,44.27,-71.303,1911.7,20060101,20200210
726134,54728,WHITEFIELD (ASOS),US,NH,KHIE,44.368,-71.545,327.4,20080101,20091231
726140,54742,ST. JOHNSBURY(AMOS),US,VT,K1V4,44.42,-72.019,212.4,19730101,20200211
726145,94705,EDWARD F KNAPP STATE ARPT,US,VT,KMPV,44.204,-72.562,343.2,19730101,20200212
726155,54736,LACONIA MUNICIPAL AIRPORT,US,NH,KLCI,43.567,-71.433,166.1,20060101,20200212
726160,94700,BERLIN MUNICIPAL AIRPORT,US,NH,KBML,44.576,-71.179,353,20060101,20200211
726163,54770,JAFFREY MINI-SLVR RNCH APT,US,NH,KAFN,42.805,-72.004,317,20060101,20200212
726164,54728,MT WASHINGTON RGNL AIRPORT,US,NH,KHIE,44.368,-71.545,327.4,20050101,20200212
726165,94721,DILLANT-HOPKINS AIRPORT,US,NH,KEEN,42.9,-72.267,146.6,20060101,20200212
726166,54781,W. H. MORSE STATE AIRPORT,US,VT,KDDH,42.891,-73.247,251.8,20060101,20200212
726170,14742,BURLINGTON INTERNATIONAL AIRPORT,US,VT,KBTV,44.468,-73.15,100.6,19480101,20200212
726183,54772,EASTERN SLOPES RGNL ARPT,US,ME,KIZG,43.991,-70.948,135.6,20060101,20200212
726184,94709,AUBURN/LEWISTON MUNI ARPT,US,ME,KLEW,44.05,-70.283,87.8,20060101,20200212
726185,14605,AUGUSTA STATE AIRPORT,US,ME,KAUG,44.316,-69.797,107,19730101,20200211
726190,94626,MAINE FOREST SERVICE,US,ME,KGNR,45.462,-69.595,427,20060101,20200211
726196,14610,MILLINOCKET MUNICIPAL ARPT,US,ME,KMLT,45.648,-68.693,123.8,19430301,20200212
726221,94725,MASSENA AP,US,NY,KMSS,44.936,-74.846,65.2,19730101,19900228
726223,94725,MASSENA INTL/RCHARDS FD AP,US,NY,KMSS,44.936,-74.846,65.2,19900301,20200212
726225,4742,PLATTSBURGH INTL,US,NY,KPBG,44.651,-73.468,71,19560115,19950927
726225,64776,PLATTSBURGH INTERNATIONAL AIRPORT,US,NY,KPBG,44.65,-73.467,71.3,20070618,20200212
726227,94790,WATERTOWN INTL AIRPORT,US,NY,KART,43.989,-76.026,96.9,19490501,20200212
726228,94740,ADIRONDACK REGIONAL ARPT,US,NY,KSLK,44.385,-74.207,506.9,20060101,20200212
726284,94836,SAWYER INTERNATIONAL APT,US,MI,KSAW,46.35,-87.4,372.2,20060101,20200211
726350,94860,GERALD R FORD INTERNATIONAL AIRPORT,US,MI,KGRR,42.883,-85.524,244.8,19730101,20200211
726355,94871,SW MICHIGAN REGIONAL ARPT,US,MI,KBEH,42.126,-86.428,196,20060101,20200211
726357,94815,KLMAZO/BTL CREEK INTL ARPT,US,MI,KAZO,42.235,-85.552,264.6,20060101,20200211
726358,384,MICHIGAN CITY MUNICIPAL AIRPORT PHILLIPS FIELD,US,IN,KMGC,41.703,-86.821,200.3,20120110,20200212
726360,14840,MUSKEGON COUNTY AIRPORT,US,MI,KMKG,43.171,-86.237,190.5,19730101,20200211
726364,4883,MASON COUNTY AIRPORT,US,MI,KLDM,43.963,-86.408,195.1,20050101,20200211
726370,14826,BISHOP INTERNATIONAL AIRPORT,US,MI,KFNT,42.967,-83.749,234.7,19730101,20200211
726375,94817,OAKLAND CO. INTNL AIRPORT,US,MI,KPTK,42.665,-83.418,297.5,20060101,20200211
726379,14845,MBS INTERNATIONAL AIRPORT,US,MI,KMBS,43.533,-84.08,201.2,19730101,20200211
726380,94814,ROSCOMMON COUNTY AIRPORT,US,MI,KHTL,44.359,-84.674,350.8,19730101,20200212
726384,14817,WEXFORD COUNTY AIRPORT,US,MI,KCAD,44.283,-85.417,397.8,19900724,20200211
726385,94894,MANISTEE CO-BLACKER ARPT,US,MI,KMBL,44.267,-86.25,189.3,20060101,20200211
726387,14850,CHERRY CAPITAL AIRPORT,US,MI,KTVC,44.741,-85.583,188.4,19730101,20200211
726390,94849,ALPENA COUNTY REGIONAL AIRPORT,US,MI,KAPN,45.072,-83.564,208.5,19730101,20200211
726391,385,BALD MOUNTAIN COTTONWOOD PASS,US,CO,K7BM,38.783,-106.217,2995.3,20050611,20200211
726392,424,SUNLIGHT,US,CO,K5SM,39.433,-107.383,3232.1,20050611,20200211
726394,4874,LUCE COUNTY AIRPORT,US,MI,KERY,46.311,-85.457,281.3,20060101,20200211
726395,14808,OSCODA-WURTSMITH AIRPORT,US,MI,KOSC,44.45,-83.4,192.9,19430701,20200211
726396,422,WILKERSON PASS,US,CO,K4BM,39.05,-105.516,3438.1,20050611,20200211
726400,14839,GENERAL MITCHELL INTERNATIONAL AP,US,WI,KMKE,42.955,-87.904,204.2,19480101,20200211
726404,4865,LKLND/NOBL F LEE MEM FD AP,US,WI,KARV,45.928,-89.731,496.8,20060101,20200211
726405,94869,LAWRENCE J TIMMERMAN AIRPORT,US,WI,KMWC,43.109,-88.031,223.7,19730101,20200211
726409,4897,WAUKESHA COUNTY AIRPORT,US,WI,KUES,43.041,-88.237,277.7,20060101,20200211
726410,14837,DANE CO REGIONAL-TRUAX FIELD AIRPORT,US,WI,KMSN,43.141,-89.345,264,19480101,20200211
726413,4875,WEST BEND MUNICIPAL ARPT,US,WI,KETB,43.417,-88.133,269.4,20060101,20200211
726414,4873,MONROE MUNICIPAL AIRPORT,US,WI,KEFT,42.615,-89.591,330.7,20060101,20200211
726415,94854,ROCK COUNTY AIRPORT,US,WI,KJVL,42.617,-89.033,246.3,20060101,20200211
726416,14921,TRI-COUNTY REGIONAL ARPT,US,WI,KLNR,43.212,-90.181,218.5,19730101,20200212
726417,54911,TAYLOR COUNTY AIRPORT,US,WI,KMDZ,45.101,-90.303,448.1,20060101,20200211
726418,54912,L.O. SIMENSTAD MUNICIPAL AIRPORT,US,WI,KOEO,45.308,-92.69,275.2,20060101,20200211
726419,94929,JOHN F KENNEDY MEMO ARPT,US,WI,KASX,46.549,-90.919,251.8,20060101,20200211
726424,94818,JOHN H BATTEN AIRPORT,US,WI,KRAC,42.761,-87.814,205.4,20060101,20200211
726425,4841,SHEBOYGAN CO MEMO AIRPORT,US,WI,KSBM,43.769,-87.851,227.4,20060101,20200211
726426,4895,STEVENS POINT MUNI ARPT,US,WI,KSTE,44.55,-89.533,338.3,20060101,20200211
726427,54908,RICHARD I BONG AIRPORT,US,WI,KSUW,46.689,-92.094,205.4,20060101,20200211
726430,14920,LA CROSSE MUNICIPAL AIRPORT,US,WI,KLSE,43.879,-91.253,198.7,19480101,20200211
726435,14991,CHIPPEWA VALLEY RGNL ARPT,US,WI,KEAU,44.867,-91.488,269.8,19730101,20200212
726436,94930,VOLK FIELD AIRPORT,US,WI,KVOK,43.933,-90.267,278,19611001,20200211
726437,94940,SPARTA/FORT MC COY AIRPORT,US,WI,KCMY,43.967,-90.733,252.7,20060101,20200212
726438,94994,BOSCOBEL AIRPORT,US,WI,KOVS,43.156,-90.678,204.8,20060101,20200212
726440,14925,ROCHESTER INTERNATIONAL AIRPORT,US,MN,KRST,43.904,-92.492,397.5,19730101,20200211
726444,4963,PRAIRIE DU CHIEN MUNI ARPT,US,WI,KPDC,43.019,-91.124,201.5,20060101,20200211
726449,4891,MERRILL MUNICIPAL AIRPORT,US,WI,KRRL,45.199,-89.711,401.4,20060101,20200211
726450,14898,AUSTIN STRAUBEL INTERNATIONAL AP,US,WI,KGRB,44.479,-88.137,209.4,19500101,20200211
726452,4826,ALEXANDER FD S WOOD CO APT,US,WI,KISW,44.359,-89.837,310.6,20060101,20200211
726455,94897,MANITOWOC COUNTY AIRPORT,US,WI,KMTW,44.133,-87.667,198.4,20060101,20200211
726456,94855,WHITTMAN REGIONAL AIRPORT,US,WI,KOSH,43.984,-88.557,238.4,20060101,20200211
726457,4825,OUTAGAMIE CO RGNL AIRPORT,US,WI,KATW,44.267,-88.517,279.5,20060101,20200211
726458,4824,DOOR CO CHERRYLAND AIRPORT,US,WI,KSUE,44.85,-87.417,220.7,20060101,20200211
726460,14897,WAUSAU MUNICIPAL ARPT,US,WI,KAUW,44.929,-89.628,364.5,19730101,19850531
726461,14897,WAUSAU MUNICIPAL ARPT,US,WI,KAUW,44.929,-89.628,364.5,19850531,19900219
726463,14897,WAUSAU DOWNTOWN AIRPORT,US,WI,KAUW,44.929,-89.628,365.8,19900314,20200211
726464,54834,WATERTOWN MUNICIPAL AIRPORT,US,WI,KRYV,43.167,-88.717,249.9,20060101,20200211
726465,94890,CENTRAL WISCONSIN AIRPORT,US,WI,KCWA,44.783,-89.667,389.2,20060101,20200211
726466,54917,APPLETON MUNICIPAL AIRPORT,US,MN,KAQP,45.228,-96.007,310.9,20060101,20200212
726467,54909,RICE LAKE REGIONAL-CARL'S FIELD AIRPORT,US,WI,KRPD,45.419,-91.773,336.8,20060101,20200211
726468,54913,PRICE COUNTY AIRPORT,US,WI,KPBH,45.709,-90.402,456.3,20060101,20200211
726480,94853,DELTA COUNTY AIRPORT,US,MI,KESC,45.733,-87.083,181.1,20060101,20200211
726487,94896,MEONE-MARINETTE TWIN CO AP,US,MI,KMNM,45.117,-87.633,190.5,20050101,20200211
726498,4925,FAIRFIELD MUNICIPAL ARPT,US,IA,KFFL,41.053,-91.979,243.5,20060101,20200211
726499,94971,ESTHERVILLE MUNI AIRPORT,US,IA,KEST,43.401,-94.747,401.4,20060101,20200211
726500,14972,SPENCER MUNICIPAL AIRPORT,US,IA,KSPW,43.164,-95.202,407.8,20060101,20200211
726502,54832,CLINTONVILLE MUNICIPAL AIRPORT,US,WI,KCLI,44.614,-88.731,250.6,20060101,20200211
726503,54833,BARABOO WISCONSIN DELLS AIRPORT,US,WI,KDLL,43.522,-89.774,297.5,20060101,20200211
726504,54838,EAGLE RIVER UNION AIRPORT,US,WI,KEGV,45.932,-89.269,500.5,20060101,20200211
726505,4845,KENOSHA REGIONAL AIRPORT,US,WI,KENW,42.595,-87.938,226.5,20060101,20200211
726506,4840,FOND DU LAC COUNTY AIRPORT,US,WI,KFLD,43.769,-88.491,246,19990101,20200211
726507,54907,IOWA COUNTY AIRPORT,US,WI,KMRJ,42.887,-90.236,356.9,20060101,20200211
726508,94973,SAWYER COUNTY AIRPORT,US,WI,KHYR,46.026,-91.444,367,20060101,20200211
726509,4898,DODGE COUNTY AIRPORT,US,WI,KUNU,43.426,-88.703,285.3,20060101,20200212
726510,14944,JOE FOSS FIELD AIRPORT,US,SD,KFSD,43.578,-96.754,435.3,19421001,20200211
726514,94032,CUSTER COUNTY AIRPORT,US,SD,KCUT,43.733,-103.611,1690.1,20050101,20200211
726515,94902,BROOKINGS MUNICIPAL ARPT,US,SD,KBKX,44.3,-96.8,502.3,20060101,20200211
726516,24024,PHILIP AIRPORT,US,SD,KPHP,44.051,-101.601,672.4,19980702,20200211
726517,94039,PINE RIDGE AIRPORT,US,SD,KIEN,43.021,-102.518,1015.3,20060101,20200211
726518,94990,WINNER REGIONAL AIRPORT,US,SD,KICR,43.391,-99.842,619.4,20060101,20200211
726519,94993,SISSETON MUNICIPAL AIRPORT,US,SD,K8D3,45.669,-96.991,353.9,20060101,20200211
726525,94911,CHAN GURNEY MUNICIPAL ARPT,US,SD,KYKN,42.879,-97.364,357.2,20060101,20200211
726530,94943,CHAMBERLAIN MUNI AIRPORT,US,SD,K9V9,43.767,-99.318,519.1,20060101,20200211
726539,94056,FAITH MUNICIPAL AIRPORT,US,SD,KD07,45.032,-102.019,786.4,20060101,20200211
726540,14936,HURON REGIONAL AIRPORT,US,SD,KHON,44.398,-98.223,390.1,19730101,20200211
726544,4958,ORR REGIONAL AIRPORT,US,MN,KORB,48.016,-92.856,399.6,20060101,20200212
726545,94950,MITCHELL MUNICIPAL AIRPORT,US,SD,KMHE,43.774,-98.038,396.2,20060101,20200211
726546,14946,WATERTOWN MUNICIPAL ARPT,US,SD,KATY,44.905,-97.149,532.8,19480101,20200211
726547,4931,GLENWOOD MUNICIPAL AIRPORT,US,MN,KGHW,45.644,-95.32,424.6,20060101,20200212
726548,4971,WARROAD INTL-SWEDE CARLSON FLD ARPT,US,MN,KRRT,48.941,-95.348,327.4,20060101,20200211
726549,54905,COOK MUNICIPAL AIRPORT,US,MN,KCQM,47.822,-92.689,404.5,20060101,20200212
726550,14926,ST CLOUD REGIONAL AIRPORT,US,MN,KSTC,45.543,-94.051,310.3,19730101,20200211
726553,4951,MONTIVIDEO-CHIPPEWA CO APT,US,MN,KMVE,44.969,-95.71,315.2,20060101,20200212
726554,54906,ST JAMES MUNICIPAL AIRPORT,US,MN,KJYG,43.986,-94.558,325.2,20060101,20200211
726555,94938,BRAINERD LAKES RGNL ARPT,US,MN,KBRD,46.405,-94.131,372.2,20060101,20200211
726556,14992,REDWOOD FALLS MUNI AIRPORT,US,MN,KRWF,44.548,-95.08,311.2,20000101,20200211
726557,14910,CHANDLER FIELD AIRPORT,US,MN,KAXN,45.868,-95.394,431.6,19730101,20200212
726558,4914,CLOQUET CARLTON CO AIRPORT,US,MN,KCOQ,46.703,-92.504,389.8,20060101,20200212
726559,94976,SW MN RGNL MRSHL/RYAN FIELD AIRPORT,US,MN,KMML,44.45,-95.817,359.4,20060101,20200212
726560,24025,PIERRE REGIONAL AIRPORT,US,SD,KPIR,44.381,-100.286,531,20100801,20200211
726560,94966,PIERRE RGNL,US,SD,KFFM,46.283,-96.15,360.9,20060101,20100801
726561,94997,WADENA MUNICIPAL AIRPORT,US,MN,KADC,46.447,-95.212,417.6,20060101,20200212
726562,4943,AIRLAKE AIRPORT,US,MN,KLVN,44.628,-93.228,292.6,20060101,20200211
726563,94969,FARIBAULT MUNICIPAL ARPT,US,MN,KFBL,44.333,-93.317,323.1,20060101,20200211
726564,4967,RED WING REGIONAL AIRPORT,US,MN,KRGK,44.589,-92.485,237.7,20060101,20200211
726565,4948,MORRIS MUNICIPAL AIRPORT,US,MN,KMOX,45.566,-95.968,344.4,20060101,20200212
726566,4965,PIPESTONE MUNICIPAL ARPT,US,MN,KPQN,43.983,-96.3,529.1,20060101,20200211
726567,4980,NEW ULM MUNICIPAL AIRPORT,US,MN,KULM,44.319,-94.502,308.2,20060101,20200212
726568,4961,OWATONNA DEGNER RGNL ARPT,US,MN,KOWA,44.123,-93.261,349.3,20060101,20200211
726569,4933,HTCHSON MUNI-BUTLR FLD APT,US,MN,KHCD,44.859,-94.382,323.1,20060101,20200212
726572,94966,FERGUS FALLS MUNICIPAL AIRPORT-EINAR MICKELSON FLD,US,MN,KFFM,46.283,-96.15,360.6,20050101,20200212
726574,94985,MARSHFIELD MUNICIPAL ARPT,US,WI,KMFI,44.638,-90.188,382.5,20060101,20200211
726575,94960,CRYSTAL AIRPORT,US,MN,KMIC,45.062,-93.351,262.4,20060101,20200211
726576,14928,WILLMAR RCO,US,MN,KILL,45.117,-95.083,344.1,19901120,20090514
726577,94974,ANOKA CO-BLNE AP(JNS FD) AP,US,MN,KANE,45.15,-93.217,278,20060101,20200211
726578,4944,LITL FALS/MRSON CO-LNBRG FIELD AIRPORT,US,MN,KLXL,45.949,-94.347,342,20060101,20200211
726579,94963,FLYING CLOUD AIRPORT,US,MN,KFCM,44.832,-93.471,276.5,20060101,20200211
726580,14922,MINNEAPOLIS-ST PAUL INTERNATIONAL AP,US,MN,KMSP,44.883,-93.229,265.8,19450101,20200211
726583,4941,LITCHFIELD MUNICIPAL ARPT,US,MN,KLJF,45.147,-94.507,347.5,20060101,20200212
726584,14927,ST PAUL DWTWN HOLMAN FD AP,US,MN,KSTP,44.932,-93.056,213.4,19831103,20200211
726585,14954,MANKATO MUNICIPAL AIRPORT,US,MN,KMKT,44.217,-93.917,311.2,20060101,20200211
726586,94948,FAIRMONT MUNICIPAL AIRPORT,US,MN,KFRM,43.65,-94.417,353.9,20060101,20200211
726587,94927,WORTHINGTON MUNICIPAL ARPT,US,MN,KOTG,43.645,-95.58,478.5,20060101,20200212
726588,4956,WIOA MUNI-MAX CONRAD FD AP,US,MN,KONA,44.077,-91.708,200,20060101,20200212
726589,94968,ALBERT LEA MUNICIPAL ARPT,US,MN,KAEL,43.683,-93.367,383.7,20060101,20200211
726590,14929,ABERDEEN REGIONAL AIRPORT,US,SD,KABR,45.443,-98.413,395.3,19730101,20200211
726593,4946,JACKSON MUNICIPAL AIRPORT,US,MN,KMJQ,43.65,-94.986,440.7,20060101,20200211
726596,4978,DODGE CENTER ARPT,US,MN,KTOB,44.018,-92.831,397.8,20060101,20200211
726603,4974,SOUTH ST PAUL MUNI-RICHARD E FLEMING FLD ARPT,US,MN,KSGS,44.857,-93.033,249.9,20060101,20200211
726605,386,BLACK HILLS AIRPORT CLYDE ICE FIELD,US,SD,KSPF,44.483,-103.783,1198.2,20050624,20200211
726620,24090,RAPID CITY REGIONAL AIRPORT,US,SD,KRAP,44.046,-103.054,963.2,19730101,20200211
726625,24006,ELLSWORTH AIR FORCE BASE,US,SD,KRCA,44.15,-103.1,999.1,19390201,20200211
726626,4864,LANGLADE COUNTY AIRPORT,US,WI,KAIG,45.154,-89.111,463.9,20060101,20200211
726627,94037,BUFFALO,US,SD,K2WX,45.604,-103.546,915.6,19990101,20200211
726650,94023,GILLETTE-CAMPBELL CO. ARPT,US,WY,KGCC,44.339,-105.542,1327.1,20060101,20200211
726654,94054,JOHNSON COUNTY AIRPORT,US,WY,KBYG,44.381,-106.721,1513.9,20060101,20200211
726660,24029,SHERIDAN COUNTY AIRPORT,US,WY,KSHR,44.769,-106.969,1202.4,19730101,20200211
726664,94173,YELLOWSTONE,US,WY,KP60,44.544,-110.421,2388.1,19790322,20200211
726665,24062,WORLAND MUNICIPAL AIRPORT,US,WY,KWRL,43.966,-107.951,1271.6,20000101,20200212
726667,24048,SOUTH BIG HORN COUNTY ARPT,US,WY,KGEY,44.517,-108.082,1198.8,20060101,20200211
726675,24037,MILES CITY MUNICIPAL ARPT,US,MT,KMLS,46.427,-105.883,802.8,19730101,19830531
726676,24087,DAWSON COMMUNITY AIRPORT,US,MT,KGDV,47.133,-104.8,748.9,20060101,20200211
726679,4969,RUSH CITY REGIONAL AIRPORT,US,MN,KROS,45.698,-92.953,281.3,20060101,20200211
726682,54914,PRINCETON MUNICIPAL AIRPORT,US,MN,KPNM,45.56,-93.608,298.4,20060101,20200211
726685,94052,MOBRIDGE MUNICIPAL AIRPORT,US,SD,KMBG,45.546,-100.408,522.7,20060101,20200211
726686,24025,PIERRE RGNL,US,SD,KPIR,44.381,-100.286,526.1,19440301,20100731
726690,24057,RAWLINS MUNI/HARVEY FIELD ARPT,US,WY,KRWL,41.8,-107.2,2053.1,20100801,20200211
726700,24045,YELLOWSTONE REGIONAL ARPT,US,WY,KCOD,44.517,-109.017,1552,20060101,20200211
726710,24164,BIG PINEY-MARBLETON ARPT,US,WY,KBPI,42.584,-110.108,2124.5,19990101,20200212
726720,24061,RIVERTON REGIONAL AIRPORT,US,WY,KRIW,43.064,-108.459,1659.6,20070401,20200211
726763,24198,WEATHER SERVICE OFFICE,US,MT,KWEY,44.65,-111.1,2030.9,20060103,20071019
726764,94163,YELLOWSTONE AIRPORT,US,MT,KWYS,44.683,-111.117,2026.6,20060608,20200211
726770,24033,BILLINGS LOGAN INTERNATIONAL AIRPORT,US,MT,KBIL,45.807,-108.542,1091.5,19350501,20200211
726776,24036,LEWISTOWN MUNICIPAL ARPT,US,MT,KLWT,47.049,-109.458,1263.4,19420401,20200211
726777,94055,BAKER MUNICIPAL AIRPORT,US,MT,KBHK,46.358,-104.25,905.6,20060101,20200211
726785,24135,BERT MOONEY,US,MT,KBTM,45.965,-112.501,1686.5,19770301,20100801
726791,24135,BUTTE SILVER BOW CO ARPT,US,MT,KBTM,45.965,-112.501,1686.5,19760305,19770227
726795,24161,WHITEHALL,US,MT,HIA,45.867,-111.967,1303.9,19730101,19780101
726796,24138,DILLON AIRPORT,US,MT,KDLN,45.258,-112.554,1591.7,19730101,20100801
726797,24132,GALLATIN FIELD AIRPORT,US,MT,KBZN,45.788,-111.161,1349.4,19730101,20200211
726798,24150,MISSION FIELD AIRPORT,US,MT,KLVM,45.698,-110.441,1415.2,19730101,20200211
726810,24131,BOISE AIR TERMINAL/GOWEN FD AIRPORT,US,ID,KBOI,43.567,-116.241,857.7,19310101,20200211
726813,94195,CALDWELL INDUSTRIAL ARPT,US,ID,KEUL,43.65,-116.633,740.4,20060101,20200211
726815,24106,MOUNTAIN HOME AFB AIRPORT,US,ID,KMUO,43.05,-115.867,913.2,19320101,20200211
726816,4110,JEROME COUNTY AIRPORT,US,ID,KJER,42.727,-114.456,1233.8,20060101,20200211
726817,24154,MULLAN PASS,US,ID,KMLP,47.457,-115.645,1837.3,19960702,20200211
726818,94194,REXBURG-MADISON COUNTY APT,US,ID,KRXE,43.832,-111.808,1481.9,19990102,20200211
726824,4112,STANLEY RANGER STATION,US,ID,KSNT,44.171,-114.927,1979.7,19990102,20200211
726830,94185,BURNS MUNICIPAL AIRPORT,US,OR,KBNO,43.595,-118.956,1261.9,19730101,20200211
726835,24230,ROBERTS FLD,US,OR,KRDM,44.256,-121.139,940,19420101,20100801
726836,4201,SCAPPOOSE INDUS AIRPK ARPT,US,OR,KSPB,45.773,-122.861,16.8,20060101,20200211
726837,24162,ONTARIO MUNICIPAL AIRPORT,US,OR,KONO,44.021,-117.013,668.4,19730101,20200211
726838,94185,BURNS MUNICIPAL ARPT,US,OR,KBNO,43.595,-118.956,1271,19801231,19901231
726839,94196,JOHN DAY STATE ARPT,US,OR,K5J0,44.404,-118.963,1126.8,20060102,20061122
726865,24196,LEMHI COUNTY AIRPORT,US,ID,KSMN,45.117,-113.883,1232.6,20060101,20200211
726873,452,IDAHO COUNTY AIRPORT,US,ID,KGIC,45.943,-116.123,1010.1,20110325,20200211
726875,94107,ROME STATE AIRPORT,US,OR,KREO,42.591,-117.864,1234.4,19980302,20200211
726876,387,GRANT COUNTY REGIONAL AIRPORT OGILVIE FIELD,US,OR,KGCD,44.4,-118.967,1127.2,20050103,20200211
726880,24155,EASTERN OR REGIONAL AT PENDLETON AP,US,OR,KPDT,45.698,-118.855,452.9,19420101,20200211
726881,94273,MC MINNVILLE MUNICIPAL APT,US,OR,KMMV,45.195,-123.134,48.5,20060101,20200211
726883,4113,HERMISTON MUNICIPAL ARPT,US,OR,KHRI,45.826,-119.261,195.4,20060101,20200211
726884,24148,LA GRANDE/UNION COUNTY APT,US,OR,KLGD,45.283,-118,826.9,19880506,20200211
726885,24152,MEACHAM,US,OR,KMEH,45.511,-118.425,1134.8,19730101,20200211
726886,24130,BAKER CITY MUNICIPAL ARPT,US,OR,KBKE,44.843,-117.809,1024.4,19730101,20200211
726901,24231,ROSEBURG,US,OR,KRBG,43.239,-123.355,155.1,19730101,19800430
726904,24231,ROSEBURG REGIONAL AIRPORT,US,OR,KRBG,43.239,-123.355,160,19800514,20200211
726917,24284,NORTH BEND MUNICIPAL ARPT,US,OR,KOTH,43.413,-124.244,5.2,19770101,20200211
726920,24230,ROBERTS FIELD AIRPORT,US,OR,KRDM,44.256,-121.139,927.5,20050101,20200211
726930,24221,MAHLON SWEET FIELD AIRPORT,US,OR,KEUG,44.128,-123.221,107.6,19730101,20200211
726940,24232,MCNARY FIELD AIRPORT,US,OR,KSLE,44.905,-123.001,62.5,19730101,20200211
726945,24202,CORVALLIS MUNICIPAL APRT,US,OR,KCVO,44.5,-123.283,76.2,20060101,20200211
726950,24285,NEWPORT MUNICIPAL AIRPORT,US,OR,KONP,44.583,-124.05,37.2,20110301,20200211
726958,24285,NEWPORT MUNICIPAL,US,OR,KONP,44.583,-124.05,48.8,19770301,20110301
726959,94281,AURORA STATE AIRPORT,US,OR,KUAO,45.249,-122.769,59.7,20060101,20200211
726980,24229,PORTLAND INTERNATIONAL AIRPORT,US,OR,KPDX,45.596,-122.609,5.8,19360501,20200211
726985,24242,PORTLAND-TROUTDALE AIRPORT,US,OR,KTTD,45.551,-122.409,8.8,20060101,20200211
726986,94261,PORTLAND-HILLSBORO AIRPORT,US,OR,KHIO,45.541,-122.949,62.2,20060101,20200211
726987,94204,CASCADE LOCKS STATE AIRPORT,US,OR,KCZK,45.683,-121.883,46,20060101,20131001
726988,24219,MUNICIPAL AIRPORT,US,WA,KDLS,45.619,-121.166,71.6,19730101,20200211
727033,14609,INTERNATIONAL AIRPORT,US,ME,KHUL,46.119,-67.793,145.1,20000101,20200212
727119,94605,CLAYTON LAKE,US,ME,K40B,46.617,-69.533,314.2,20060101,20200211
727120,14607,CARIBOU MUNICIPAL AIRPORT,US,ME,KCAR,46.871,-68.017,190.2,19730101,20200211
727125,14623,LORING AFB/LIMESTON,US,ME,KLIZ,46.95,-67.883,227,19500801,19940304
727130,14604,NERN MAINE RGNL ARPT AT PRESQUE IS AIRPORT,US,ME,KPQI,46.683,-68.05,162.8,19411101,20200212
727135,94623,WISCASSET AIRPORT,US,ME,KIWI,43.964,-69.712,20.7,20060101,20200212
727340,14847,SAULT STE MARIE MUNI/SASN FIELD AP,US,MI,KANJ,46.479,-84.357,220.1,19730101,20200211
727344,4869,CHIPPEWA COUNTY INTL ARPT,US,MI,KCIU,46.25,-84.467,243.5,20060101,20200211
727345,14847,SAULT STE MARIE,US,MI,KANJ,46.479,-84.357,220.7,19480101,19721231
727347,14841,PELLSTON REGIONAL ARPT OF EMMET COUNTY ARPT,US,MI,KPLN,45.564,-84.793,214.9,19730101,20200211
727415,4803,RHINELANDER-ONEIDA CO ARPT,US,WI,KRHI,45.631,-89.482,495,20060101,20200211
727417,54825,PRESQUE ISLE COUNTY AIRPORT,US,MI,KPZQ,45.407,-83.813,204.2,20060101,20200211
727430,94850,MARQUETTE MICHIGAN COUNTY AP (WFO),US,MI,KMQT,46.531,-87.549,431.3,19730101,20200210
