USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
722026,12826,HOMESTEAD AFB AIRPORT,US,FL,KHST,25.483,-80.383,1.5,19430201,20200211
722029,12888,KENDALL-TAMIAMI EXEC ARPT,US,FL,KTMB,25.648,-80.433,3.1,20060101,20200211
722030,12844,PALM BEACH INTERNATIONAL AIRPORT,US,FL,KPBI,26.685,-80.099,5.8,19430206,20200211
722031,63839,FOLSOM FIELD AP,US,AL,K3A1,34.269,-86.858,293.5,20060101,20200211
722032,54916,WASECA MUNICIPAL AIRPORT,US,MN,KACQ,44.074,-93.553,343.2,20060101,20200212
722033,4999,GRANITE FALLS MUNI ARPT/LENZEN-ROE MEMORIAL FIELD,US,MN,KGDB,44.753,-95.556,319.1,20060101,20200212
722034,12812,CHARLOTTE COUNTY AIRPORT,US,FL,KPGD,26.917,-81.991,7.6,20060101,20200211
722037,92809,NORTH PERRY AIRPORT,US,FL,KHWO,25.999,-80.241,2.7,20060101,20200211
722038,12897,NAPLES MUNICIPAL AIRPORT,US,FL,KAPF,26.155,-81.775,2.7,19990101,20200211
722039,12885,FT LAUDER EXECUTIVE ARPT,US,FL,KFXE,26.197,-80.171,4.3,20060101,20200211
722040,12838,MELBOURNE INTL AP,US,FL,KMLB,28.101,-80.644,8.2,19741113,20200211
722041,12993,SOUTH LAFOURCHE AIRPORT,US,LA,KGAO,29.445,-90.261,0.3,20060119,20200212
722042,53978,WOOD COUNTY AIRPORT MINEOLA,US,TX,KJDD,32.742,-95.496,132.3,20060101,20200212
722043,3738,ROCKINGHAM AIRPORT,US,NC,KRCZ,34.891,-79.759,109.1,20050101,20051231
722044,53930,ADA MUNICIPAL AIRPORT,US,OK,KADH,34.804,-96.671,309.7,20060101,20200211
722045,12843,VERO BEACH MUNI,US,FL,KVRB,27.653,-80.243,8.5,19730101,20100801
722046,12898,SPACE COAST REGIONAL AIRPORT,US,FL,KTIX,28.517,-80.8,10.7,20060101,20200211
722049,92805,POMPANO BEACH AIRPARK ARPT,US,FL,KPMP,26.25,-80.108,6.4,20060101,20200211
722050,12815,ORLANDO INTERNATIONAL AIRPORT,US,FL,KMCO,28.434,-81.325,27.4,19520507,20200211
722051,12841,ATOKA MUNI,US,OK,KORL,28.545,-81.333,34.1,19410616,19900206
722051,53932,ATOKA MUNICIPAL AIRPORT,US,OK,KAQR,34.398,-96.148,179.8,20050101,20200211
722052,53933,ALVA REGIONAL AIRPORT,US,OK,KAVK,36.773,-98.67,449.3,20060101,20200211
722053,12841,EXECUTIVE AIRPORT,US,FL,KORL,28.545,-81.333,32.9,19900208,20200211
722054,53959,WEST MEMPHIS MUNICIPAL APT,US,AR,KAWM,35.135,-90.234,65.2,20050101,20200212
722055,12861,OCALA INTERNATIONAL AIRPORT-JIM TAYLOR FIELD,US,FL,KOCF,29.167,-82.233,26.5,20060101,20200211
722056,12834,DAYTONA BEACH INTL,US,FL,KDAB,29.183,-81.048,12.5,19730101,20100801
722057,12854,ORLANDO SANFORD AIRPORT,US,FL,KSFB,28.78,-81.244,16.8,19730101,20200212
722059,4866,BURLINGTON MUNICIPAL ARPT,US,WI,KBUU,42.69,-88.304,237.4,20060101,20200211
722060,13889,JACKSONVILLE  INTERNATIONAL AIRPORT,US,FL,KJAX,30.495,-81.694,7.9,19480101,20200211
722061,3038,COPPER MOUNTAIN,US,CO,KCCU,39.467,-106.15,3680.2,20060101,20200212
722062,63842,DOUGLAS MUNICIPAL AIRPORT,US,GA,KDQH,31.477,-82.861,78.3,20060101,20200212
722065,93837,JACKSONVILLE NAS,US,FL,KNIP,30.233,-81.667,6.1,19730101,20200211
722066,3853,MAYPORT NAF,US,FL,KNRB,30.4,-81.417,4.9,19730101,20200211
722067,63823,CECIL FIELD AIRPORT,US,FL,KVQQ,30.219,-81.876,24.7,20060101,20200211
722067,93832,CECIL FLD,US,FL,KNZC,30.217,-81.883,24.4,19730101,19991231
722068,53860,JACKSONVILLE/CRAIG,US,FL,KCRG,30.336,-81.515,12.5,20040101,20100801
722069,53853,DESTIN-FT.WALTON BEACH APT,US,FL,KDTS,30.4,-86.472,6.7,20060101,20200212
722070,3822,SAVANNAH/HILTON HEAD INTL AIRPORT,US,GA,KSAV,32.131,-81.202,14,19480101,20200211
722071,53935,CHICKASHA MUNICIPAL ARPT,US,OK,KCHK,35.096,-97.966,350.5,20060101,20200211
722072,3894,CLARKSVILLE,US,TN,KCKV,36.624,-87.419,167.6,20060101,20100801
722073,3727,SAMPSON COUNTY AIRPORT,US,NC,KCTZ,34.976,-78.364,45.1,20060101,20200210
722074,63840,CARMI MINICIPAL AIRPORT,US,IL,KCUL,38.089,-88.123,118.3,20060101,20200212
722075,4871,DE KALB TAYLOR MUNI ARPT,US,IL,KDKB,41.932,-88.708,278.9,20060101,20200212
722076,94891,VERMILION COUNTY AIRPORT,US,IL,KDNV,40.2,-87.6,202.4,20060101,20200211
722078,53938,HALLIBURTON FIELD AIRPORT,US,OK,KDUC,34.471,-97.951,339.2,20060101,20200211
722079,53888,DAVIDSON COUNTY AIRPORT,US,NC,KEXX,35.781,-80.304,223.4,20060101,20200211
722080,13880,CHARLESTON AFB/INTERNATIONAL AIRPORT,US,SC,KCHS,32.899,-80.041,12.2,19450101,20200211
722081,13730,FREDERICK MUNICIPAL ARPT,US,MD,KFDK,39.417,-77.383,92.4,20050101,20200211
722082,4876,ALBERTUS AIRPORT,US,IL,KFEP,42.246,-89.582,261.8,20060101,20200211
722085,93831,BEAUFORT MCAS,US,SC,KNBC,32.483,-80.717,11.3,19450401,20200211
722086,13758,CHARLESTON NAS,US,SC,KNAO,32.85,-79.95,1,19730201,19800730
722089,94959,GALESBURG MUNICIPAL ARPT,US,IL,KGBG,40.933,-90.433,232.9,20060101,20200211
722090,3875,WRIGHT AAF AIRPORT,US,GA,KLHW,31.883,-81.567,13.7,20060103,20200211
722091,53940,CLAREMORE REGIONAL AIRPORT,US,OK,KGCM,36.294,-95.479,221,20060101,20200212
722092,53941,GROVE MUNICIPAL AIRPORT,US,OK,KGMJ,36.605,-94.738,253.9,20060101,20200212
722093,4878,GRAYLING ARMY AIRFIELD,US,MI,KGOV,44.68,-84.729,350.2,20060101,20200212
722094,53984,GRAND PRAIRIE MUNICIPAL AIRPORT,US,TX,KGPM,32.699,-97.047,179.5,20060101,20200211
722095,3030,GUYMON MUNICIPAL AIRPORT,US,OK,KGUY,36.682,-101.505,951.9,20060101,20200212
722096,53127,HENDERSON EXECUTIVE ARPT,US,NV,KHND,35.976,-115.133,749.2,20060101,20200211
722097,4936,HARLAN MUNICIPAL AIRPORT,US,IA,KHNR,41.584,-95.339,375.2,20060101,20200211
722098,64761,EAST HAMPTON AIRPORT,US,NY,KHTO,40.96,-72.252,17.1,20060101,20200212
722099,53936,CHANDLER MUNICIPAL AIRPORT,US,OK,KCQB,35.724,-96.82,299.9,20060101,20200211
722101,3039,WOLF CREEK PASS AWOS-3 AIRPORT,US,CO,KCPW,37.45,-106.8,3593.9,20060101,20200211
722103,12895,ST LUCIE COUNTY INTL ARPT,US,FL,KFPR,27.498,-80.377,7.3,20060101,20200211
722104,92806,ALBERT WHITTED AIRPORT,US,FL,KSPG,27.765,-82.628,2.4,19860101,20200211
722106,12835,PAGE FIELD AIRPORT,US,FL,KFMY,26.585,-81.861,4.6,19430101,20200211
722107,3056,GAINES COUNTY AIRPORT,US,TX,KGNC,32.675,-102.654,1010.4,20060101,20200212
722108,12894,SW FLORIDA INTN AIRPORT,US,FL,KRSW,26.536,-81.755,9.5,20060101,20200211
722109,355,CHEROKEE COUNTY AIRPORT,US,GA,KCNI,34.317,-84.417,372.2,20050101,20200212
722110,12842,TAMPA INTERNATIONAL AIRPORT,US,FL,KTPA,27.962,-82.54,5.8,19400801,20200211
722111,63847,ISBELL FLD,US,AL,K4A9,34.474,-85.721,267.3,20080101,20091231
722112,53982,FOX STEPHENS FIELD - GILMER MINICIPAL AIRPORT,US,TX,KJXI,32.699,-94.949,126.5,20060101,20200212
722113,53979,GIDDINGS-LEE COUNTY AIRPORT,US,TX,KGYB,30.169,-96.98,147.8,20050101,20200211
722114,54901,BUFFALO MUNICIPAL AIRPORT,US,MN,KCFE,45.159,-93.843,294.7,20050101,20200211
722115,12871,SARASOTA/BRADENTON INTL AP,US,FL,KSRQ,27.401,-82.559,8.5,20060101,20200211
722116,12873,ST PETE-CLWTR INTL AIRPORT,US,FL,KPIE,27.911,-82.688,3.4,20060101,20200211
722118,482,VENICE MUNICIPAL AIRPORT,US,FL,KVNC,27.072,-82.44,5.8,20110203,20200212
722119,12883,LAKELAND LINDER REGIONAL AIRPORT,US,FL,KLAL,28,-82.05,43.3,20060101,20200211
722120,12833,CROSS CITY AIRPORT,US,FL,KCTY,29.633,-83.105,11.6,19431219,20200211
722122,3050,WINSTON FIELD AIRPORT,US,TX,KSNK,32.693,-100.951,740.7,20060101,20200212
722123,12809,BARTOW MUNICIPAL AIRPORT,US,FL,KBOW,27.95,-81.783,38.1,20050101,20200212
722124,4998,HEBRON MUNICIPAL AIRPORT,US,NE,KHJH,40.149,-97.587,449,20060101,20200211
722125,4829,SAGNAW CO H.W. BROWNE ARPT,US,MI,KHYX,43.433,-83.867,182.9,20060101,20200211
722126,4879,LANSING MUNICIPAL AP,US,IL,KIGQ,41.54,-87.532,187.8,20060101,20200211
722127,4880,GREATER KANKAKEE AIRPORT,US,IL,KIKK,41.121,-87.846,191.7,20060101,20200211
722128,53899,LICONTN-LINCOLN CO RGNL AP,US,NC,KIPJ,35.483,-81.161,266.7,20060101,20200211
722129,4939,MOORHEAD MUNICIPAL AIRPORT,US,MN,KJKJ,46.839,-96.663,279.5,20060101,20200211
722130,13861,WAYCROSS-WARE CO. AIRPORT,US,GA,KAYS,31.25,-82.4,43.3,19421201,20200211
722131,3713,JOHNSTON COUNTY AIRPORT,US,NC,KJNX,35.541,-78.39,50.3,20060101,20200210
722132,63801,CONCORD REGIONAL AIRPORT,US,NC,KJQF,35.39,-80.707,214.9,20060101,20200212
722133,53946,SALLISAW MUNICIPAL AIRPORT,US,OK,KJSV,35.438,-94.803,160.9,20060101,20200211
722134,63822,VIDALIA REGIONAL AIRPORT,US,GA,KVDI,32.193,-82.372,83.5,20060101,20200211
722135,13870,ALMA/BACON CO.,US,GA,KAMG,31.536,-82.507,62.8,19730101,20100801
722136,53883,BRUNSWICK GOLDEN ISLES APT,US,GA,KBQK,31.259,-81.466,7.9,20060101,20200211
722137,13878,MALCOLM MC KINNON AIRPORT,US,GA,KSSI,31.152,-81.391,4.9,19730101,20200211
722138,13835,BAY SAINT LOUIS,US,MS,KHSA,30.367,-89.45,7,19420501,19890214
722138,63852,STENNIS INTERNATIONAL AIRPORT,US,MS,KHSA,30.368,-89.455,7,20050101,20200211
722140,93805,TALLAHASSEE REGIONAL AIRPORT,US,FL,KTLH,30.393,-84.353,16.8,19420501,20200211
722141,3731,FRANKLIN COUNTY AIRPORT,US,NC,KLHZ,36.023,-78.33,112.5,20050101,20200211
722142,4114,CHALLIS AIRPORT,US,ID,KLLJ,44.523,-114.215,1546,20050101,20200211
722143,53975,LANCASTER AIRPORT,US,TX,KLNC,32.579,-96.719,152.7,20060101,20200211
722144,4945,MAPLE LAKE MUNICIPAL ARPT,US,MN,KMGG,45.236,-93.986,313.3,20060101,20200211
722145,4884,HARBOR SPRINGS AIRPORT,US,MI,KMGN,45.426,-84.913,206.4,20060101,20200211
722146,12816,GAINESVILLE RGNL,US,FL,KGNV,29.692,-82.276,50.3,19431101,20100801
722147,53817,MOULTRIE MUNICIPAL AIRPORT,US,GA,KMGR,31.083,-83.8,86.3,20050101,20200211
722148,63824,STANLEY COUNTY AIRPORT,US,NC,KVUJ,35.417,-80.151,185.6,20060101,20200212
722149,4899,ILLINOIS VALLEY RGNL-WALTER DUNCAN FLD ARPT,US,IL,KVYS,41.352,-89.153,199.3,20060101,20200212
722151,14794,WESTERLY STATE AIRPORT,US,RI,KWST,41.35,-71.799,24.7,20060101,20200212
722152,53957,WEST WOODWARD AIRPORT,US,OK,KWWR,36.437,-99.521,666.9,20050101,20200212
722154,53885,DALTON MUNICIPAL AIRPORT,US,GA,KDNN,34.722,-84.869,216.4,20060101,20200212
722155,3040,MONUMENT HILL AWOS-3 ARPT,US,CO,KMNH,39.217,-104.633,2151.9,20060101,20200212
722156,53873,CARTERSVILLE AIRPORT,US,GA,KVPC,34.123,-84.849,232.6,20060101,20200212
722157,4949,MACOMB MUNICIPAL AIRPORT,US,IL,KMQB,40.52,-90.652,215.5,20060101,20200211
722159,12980,MID VALLEY AIRPORT,US,TX,KT65,26.178,-97.973,21.3,20060101,20200210
722160,13869,SW GEORGIA REGIONAL ARPT,US,GA,KABY,31.536,-84.194,57.9,19730101,20200211
722162,26554,MERRILL PASS WEST,US,AK,PAER,61.267,-153.8,356.6,20060101,20140616
722164,53949,OKMULGEE MUNICIPAL AIRPORT,US,OK,KOKM,35.668,-95.949,219.5,20060101,20200211
722165,13815,OLIVE BRANCH,US,MS,KOLV,34.983,-89.783,123,19411013,19740415
722165,63808,OLIVE BRANCH AIRPORT,US,MS,KOLV,34.979,-89.787,122.5,20050101,20200212
722166,93845,VALDOSTA REGIONAL AIRPORT,US,GA,KVLD,30.783,-83.277,60.4,19480101,20200211
722167,3718,ORANGE COUNTY AIRPORT,US,VA,KOMH,38.247,-78.046,143,20060101,20200212
722168,4960,OLIVIA REGIONAL AIRPORT,US,MN,KOVL,44.779,-95.033,328,20060101,20200212
722169,3058,PECOS MUNICIPAL AIRPORT,US,TX,KPEQ,31.383,-103.511,796.4,20060101,20200211
722170,3813,MIDDLE GEORGIA REGIONAL AIRPORT,US,GA,KMCN,32.685,-83.653,104.6,19411020,20200211
722171,4889,PONTIAC MUNICIPAL AIRPORT,US,IL,KPNT,40.924,-88.625,200.9,20060101,20200211
722172,63810,EDGAR COUNTY AIRPORT,US,IL,KPRG,39.7,-87.669,199.3,20060101,20200211
722173,53951,PAULS VALLEY MUNI AIRPORT,US,OK,KPVJ,34.711,-97.223,295.1,20060101,20200211
722174,23097,HALE COUNTY AIRPORT,US,TX,KPVW,34.167,-101.717,1028.4,20060101,20200212
722175,13860,ROBINS AFB AIRPORT,US,GA,KWRB,32.633,-83.6,89.6,19420807,20200211
722176,53884,NEWNAN COWETA COUNTY ARPT,US,GA,KCCO,33.312,-84.77,295.7,20060101,20200212
722177,63811,ANDREWS-MURPHY AIRPORT,US,NC,KRHP,35.195,-83.865,516.9,20060101,20200212
722178,53953,ROBERT S KERR AIRPORT,US,OK,KRKR,35.021,-94.621,137.5,20060101,20200211
722179,4968,NEW RICHMOND MUNICIPAL APT,US,WI,KRNH,45.15,-92.533,303.6,20060101,20200211
722180,3820,AUGUSTA REGIONAL AT BUSH FIELD AP,US,GA,KAGS,33.364,-81.963,40.2,19480101,20200211
722181,13837,DANIEL FIELD AIRPORT,US,GA,KDNL,33.467,-82.039,128.9,20060101,20200211
722182,4890,ROCHELLE MUNI ARPT-KORITZ FIELD AIRPORT,US,IL,KRPJ,41.893,-89.078,238.1,20060101,20200212
722183,4972,BURNETT COUNTY AIRPORT,US,WI,KRZN,45.823,-92.373,301.5,20060101,20200211
722185,53838,LEE GILMER MEMORIAL ARPT,US,GA,KGVL,34.272,-83.83,388.6,20060101,20200212
722186,4892,BEAVER ISLAND AIRPORT,US,MI,KSJX,45.689,-85.566,203,20060101,20200211
722187,93911,SHAWNEE MUNICIPAL AIRPORT,US,OK,KSNL,35.357,-96.943,327.1,20060101,20200211
722188,53985,SEARCY MUNICIPAL AIRPORT,US,AR,KSRC,35.212,-91.737,80.5,20060101,20200206
722189,92815,WITHAM FIELD AIRPORT,US,FL,KSUA,27.182,-80.221,5.5,20060101,20200211
722190,13874,HARTSFIELD-JACKSON ATLANTA INTL AP,US,GA,KATL,33.63,-84.442,307.9,19730101,20200212
722191,3721,BRUNSWICK COUNTY AIRPORT,US,NC,KSUT,33.929,-78.075,7.6,20050101,20200211
722192,23033,AVENGER FIELD AIRPORT,US,TX,KSWW,32.473,-100.466,725.4,20060101,20200211
722193,3722,PERSON COUNTY AIRPORT,US,NC,KTDF,36.285,-78.984,185.6,20060101,20200211
722194,4896,RANTOUL NATL AVN CNTR-F ELLIOTT FIELD AIRPORT,US,IL,KTIP,40.293,-88.142,224.6,20060101,20200211
722195,3888,FULTON CO-BROWN FLD ARPT,US,GA,KFTY,33.779,-84.521,256,20060101,20200212
722196,53863,DEKALB-PEACHTREE AIRPORT,US,GA,KPDK,33.875,-84.302,305.4,20060101,20200212
722197,53819,PCHTRE CTY-FALCON FLD ARPT,US,GA,KFFC,33.355,-84.567,243.2,20060101,20200212
722198,63819,BOONE,US,NC,KTNB,36.2,-81.65,910.4,20020902,20200212
722199,53956,TAHLEQUAH MUNICIPAL ARPT,US,OK,KTQH,35.929,-95.004,266.1,20060101,20200211
722200,12832,APALACHICOLA MUNI AIRPORT,US,FL,KAAF,29.733,-85.033,5.8,19450101,20200212
722201,3723,SANFORD-LEE COUNTY RGNL ARPT,US,NC,KTTA,35.582,-79.101,75.3,20060101,20200210
722202,12985,GARNER FIELD AIRPORT,US,TX,KUVA,29.211,-99.744,287.1,20060101,20200212
722203,3041,MONARCH PASS AWOS-3 ARPT,US,CO,KMYP,38.483,-106.317,3667.1,20060101,20200211
722204,4996,TRI-TOWNSHIP AIRPORT,US,IL,KSFY,42.046,-90.108,187.8,20060101,20200211
722208,4224,ORCAS ISLAND AIRPORT,US,WA,KORS,48.708,-122.911,9.5,20060101,20200211
722209,12986,CALHOUN COUNTY AIRPORT,US,TX,KPKV,28.654,-96.681,9.1,20060101,20200212
722210,13858,EGLIN AFB AIRPORT,US,FL,KVPS,30.483,-86.517,26.5,19380910,20200212
722211,94087,THOMAS COUNTY AIRPORT,US,NE,KTIF,41.964,-100.569,888.2,20060101,20200211
722212,92814,ST AUGUSTINE AIRPORT,US,FL,KSGJ,29.959,-81.34,3.1,20060101,20200211
722213,12819,LEESBURG REGIONAL AIRPORT,US,FL,KLEE,28.821,-81.81,23.5,20060101,20200211
722214,3070,MOORE COUNTY AIRPORT,US,TX,KDUX,35.858,-102.013,1129.3,20060101,20200211
722215,13884,BOB SIKES AIRPORT,US,FL,KCEW,30.78,-86.523,57.9,19730101,20200212
722217,63881,W H `BUD` BARRON AIRPORT,US,GA,KDBN,32.564,-82.985,94.2,20060101,20200211
722218,356,CAMBRIDGE DORCHESTER AIRPORT,US,MD,KCGE,38.533,-76.033,6.1,20061003,20200212
722221,444,DIXON AIRPORT,US,WY,KDWX,41.037,-107.493,1996.1,20130731,20200211
722223,13899,PENSACOLA REGIONAL AIRPORT,US,FL,KPNS,30.478,-87.187,34.1,19900228,20200212
722224,53862,PERRY FOLEY,US,FL,K40J,30.072,-83.574,13.7,20060101,20130501
722225,3855,PENSACOLA NAS,US,FL,KNPA,30.35,-87.317,8.5,19450201,20200212
722226,93841,WHITING FIELD NAVAL AIR STATION NORTH,US,FL,KNSE,30.717,-87.017,60.7,19730101,20200212
722227,3815,PENSACOLA SAUFLEY NAS,US,FL,,30.483,-87.35,28,19730102,19751231
722230,13894,MOBILE REGIONAL AIRPORT,US,AL,KMOB,30.688,-88.246,65.5,19730101,20200211
722231,357,HAMILTON MUNICIPAL AIRPORT,US,TX,KMNZ,31.666,-98.149,396.2,20090101,20200212
722235,13838,MOBILE DOWNTOWN AIRPORT,US,AL,KBFM,30.626,-88.068,7.9,19420701,20200212
722238,63873,HANCHEY ARMY HELIPORT (FORT RUCKER),US,AL,KHEY,31.35,-85.667,96.6,20060901,20200211
722239,53861,LOWE ARMY HELIPORT (FORT RUCKER),US,AL,KLOR,31.356,-85.751,74.4,20080717,20200211
722241,54925,WAYNE MUNICIPAL AIRPORT,US,NE,KLCG,42.242,-96.983,434,20060101,20200211
722243,3738,RICHMOND COUNTY AIRPORT,US,NC,KRCZ,34.891,-79.759,109.1,20061024,20200210
722244,358,COLLEGE PARK AP,US,MD,KCGS,38.981,-76.922,15.2,20061025,20200211
722245,3882,PANAMA CITY-BAY CO. INT AP,US,FL,KPFN,30.212,-85.683,6.4,20060101,20100603
722246,3844,EGLIN AF AUX NR 3 D,US,FL,KEGI,30.65,-86.517,58,19490908,20200210
722247,54785,SOMERSET AIRPORT,US,NJ,KSMQ,40.624,-74.669,32,20060101,20200212
722248,359,SOUTHLAND FIELD AIRPORT,US,LA,KUXL,30.131,-93.376,3.1,20061024,20200212
722249,63887,HOOK FIELD MUNICIPAL AIRPORT,US,OH,KMWO,39.531,-84.395,198.1,20061024,20200212
722250,13829,LAWSON AAF AIRPORT,US,GA,KLSF,32.35,-85,70.7,19390501,20200211
722251,53958,RUSTON REGIONAL AIRPORT,US,LA,KRSN,32.514,-92.588,94.8,20060425,20200212
722252,54923,MYERS FIELD AIRPORT,US,MN,KCNB,44.729,-96.266,363.6,20061018,20200211
722253,53992,MOREHOUSE MEMORIAL AIRPORT,US,LA,KBQP,32.756,-91.881,50.9,20061018,20200212
722255,93842,COLUMBUS METRO AIRPORT,US,GA,KCSG,32.516,-84.942,119.5,19480101,20200211
722256,64774,MARSHFIELD MUNICIPAL AIRPORT - GEORGE HARLOW FIELD,US,MA,KGHG,42.098,-70.672,3.4,20051219,20200212
722260,13895,MONTGOMERY  RGNL (DANNELLY FD) AP,US,AL,KMGM,32.3,-86.408,61.6,19730101,20200211
722261,360,OKEECHOBEE COUNTY AIRPORT,US,FL,KOBE,27.267,-80.85,10.1,20070116,20200212
722265,13821,MAXWELL AFB AIRPORT,US,AL,KMXF,32.383,-86.35,52.1,19351001,20200212
722266,13850,CRAIG FLD,US,AL,KSEM,32.35,-86.983,51,19410701,19770831
722267,3878,TROY MUNICIPAL AIRPORT,US,AL,KTOI,31.861,-86.012,121,19730108,20200212
722268,13839,DOTHAN REGIONAL AIRPORT,US,AL,KDHN,31.317,-85.45,114,20060101,20200211
722268,93843,DOTHAN RGNL,US,AL,KDHN,31.317,-85.45,122,19411216,19991231
722269,3850,CAIRNS ARMY AIRFIELD (FORT RUCKER),US,AL,KOZR,31.267,-85.717,91.7,19541019,20200211
722270,13864,DOBBINS AIR RESERVE BASE AIRPORT,US,GA,KMGE,33.917,-84.517,325.5,19460901,20200212
722274,54939,CENTERVILLE MUNICIPAL AIRPORT,US,IA,KTVK,40.684,-92.901,311.8,20090510,20200211
722275,53843,ANDALUSIA-OPP  MUNICIPAL AIRPORT,US,AL,K79J,31.309,-86.394,94.5,20060103,20200211
722276,53820,MIDDLETON FIELD AIRPORT,US,AL,KGZH,31.416,-87.044,78.6,20060101,20200211
722279,53852,PRYOR FIELD REGIONAL ARPT,US,AL,KDCU,34.653,-86.945,180.4,20060101,20200212
722280,13876,BIRMINGHAM INTERNATIONAL AIRPORT,US,AL,KBHM,33.566,-86.745,187.5,19420801,20200212
722284,3892,ABRN-OPLKA R G PITTS ARPT,US,AL,KAUO,32.616,-85.433,236.5,20060101,20200212
722285,3896,GADSDEN MUNICIPAL AIRPORT,US,AL,KGAD,33.967,-86.083,173.4,20060101,20200212
722286,93806,TUSCALOOSA MUNICIPAL ARPT,US,AL,KTCL,33.212,-87.616,45.7,19730101,20200212
722287,13871,ANNISTON METROPOLITAN ARPT,US,AL,KANB,33.587,-85.856,181.1,19730101,20200212
722290,3881,NWS METEOROLOGICAL OBSY,US,AL,KCKL,32.9,-87.25,138.1,19760325,20051008
722291,470,PLATTSMOUTH MUNICIPAL AIRPORT,US,NE,KPMV,40.948,-95.917,367.3,20061121,20200211
722300,53864,SHELBY COUNTY AIRPORT,US,AL,KEET,33.178,-86.782,172.2,20020101,20200212
722309,432,GRAND ISLE SAWRS,US,LA,KAXO,29.25,-89.966,2.1,20050103,20161103
722310,12916,LOUIS ARMSTRONG NEW ORLEANS INTL AP,US,LA,KMSY,29.997,-90.278,1.2,19451001,20200211
722312,3908,HAMMOND MUNICIPAL AIRPORT,US,LA,KHDC,30.521,-90.418,13.4,20060101,20200211
722314,3934,NEW IBERIA/ACADIANA,US,LA,KARA,30.033,-91.883,7,19810724,19991231
722314,53915,ACADIANA REGIONAL AIRPORT,US,LA,KARA,30.038,-91.884,7.3,20060101,20200212
722315,53917,LAKEFRONT AIRPORT,US,LA,KNEW,30.049,-90.029,2.7,19420901,20200211
722316,12958,NEW ORLEANS NAS,US,LA,KNBG,29.817,-90.017,0.6,19730101,20200212
722317,13970,BATON ROUGE METRO R,US,LA,KBTR,30.537,-91.147,23.2,19420101,20101115
722319,53943,NATCHITOCHES REGIONAL ARPT,US,LA,KIER,31.736,-93.099,36.9,20060101,20200212
722320,12884,BATON ROUGE METRO R,US,LA,KBVE,29.333,-89.408,0.3,19730101,20101115
722320,13970,BATON ROUGE METRO RYAN FIELD AIRPORT,US,LA,KBTR,30.537,-91.147,19.5,20101115,20200211
722322,361,GLASGOW MUNICIPAL AIRPORT,US,KY,KGLW,37.033,-85.95,218.2,20050101,20200212
722323,362,GATESVILLE MUNICIPAL AIRPORT,US,TX,KGOP,31.417,-97.8,276.2,20050101,20200211
722324,3071,MIDLAND AIRPARK,US,TX,KMDD,32.036,-102.101,854.4,20060101,20200212
722329,12936,HARRY P WILLIAMS MEMO ARPT,US,LA,KPTN,29.717,-91.333,2.7,20060101,20200211
722330,53865,SLIDELL AIRPORT,US,LA,KASD,30.343,-89.822,8.2,20050101,20200211
722331,54941,IOWA FALLS MUNICIPAL AIRPORT,US,IA,KIFA,42.471,-93.207,346.6,20071016,20200211
722332,54953,TOMAHAWK REGIONAL AIRPORT,US,WI,KTKV,45.469,-89.806,452.9,20060101,20200211
722333,3069,SAGUACHE MUNICIPAL AIRPORT,US,CO,K04V,38.097,-106.169,2385.4,20060101,20200211
722334,3976,BEAUREGARD REGIONAL AIRPORT,US,LA,KDRI,30.833,-93.333,62.2,20060101,20200212
722338,12994,JIM HOGG COUNTY AIRPORT,US,TX,KHBV,27.349,-98.737,202.1,20060101,20200211
722340,13865,KEY FIELD AIRPORT,US,MS,KMEI,32.335,-88.744,89.6,19420301,20200211
722341,92822,ORMOND BEACH MUNICIPAL AIRPORT,US,FL,KOMN,29.296,-81.113,8.8,20060101,20200210
722342,54931,TRACY MUNICIPAL AIRPORT,US,MN,KTKC,44.249,-95.607,408.4,20060101,20200211
722343,54826,SOUTH HAVEN AREA REGIONAL AIRPORT,US,MI,KLWA,42.351,-86.256,203,20060101,20200211
722345,3866,MERIDIAN NAS/MC CAIN FD AP,US,MS,KNMM,32.55,-88.567,82.6,19730101,20200211
722346,54824,OWOSSO COMMUNITY AIRPORT,US,MI,KRNP,42.993,-84.139,224.3,20050101,20200211
722347,13833,HAGLER AAF,US,MS,KHBG,31.282,-89.253,46,20050101,20100731
722348,53808,HATTIESBURG-LAUREL RGNL AP,US,MS,KPIB,31.467,-89.333,89.3,20060101,20200211
722350,3940,JACKSON INTERNATIONAL AIRPORT,US,MS,KJAN,32.321,-90.078,100.6,19420901,20200211
722351,12953,WHARTON REGIONAL AIRPORT,US,TX,KARM,29.266,-96.008,30.5,20060101,20200212
722354,13927,HAWKINS FIELD AIRPORT,US,MS,KHKS,32.337,-90.221,104.2,20050101,20200211
722355,93999,VICKSBURG MUNICIPAL AIRPORT,US,MS,KVKS,32.233,-90.933,31.4,20130319,20200211
722356,13939,MID DELTA RGNL,US,MS,KGLH,33.483,-90.985,39.3,19420120,20100731
722357,3961,HRDY-ANRES FD NTCHZ-ADAMS COUNTY AIRPORT,US,MS,KHEZ,31.617,-91.283,82.9,20060101,20200211
722358,93919,MCOM/PIKE CO/J E LWS FD AP,US,MS,KMCB,31.183,-90.471,125.9,19730101,20200211
722359,13978,GREENWOOD LEFLORE,US,MS,KGWO,33.496,-90.087,40.5,19430205,20100731
