zip,lat,lng,city,state_id,population,density,county_fips,timezone,zip0,weather_station_wmo_2024,hdd_base65F_2024,cdd_base65F_2024,distance_location_station_miles_2024,EPW_file_name_2024,Tdb_holes_2024,Tdew_holes_2024,RH_holes_2024,EnergyPlus Status,Missing Data,Extreme Temperature,Sudden Temp Jumps,Constant Temp Periods,Day-Night Swings,Summer Freezing,Winter Extreme Heat,Missing Temperature Data
99638,52.89995,-168.93738,Nikolski,AK,26,0.5,2016,America/Nome,99638,70489,8660.0,0.0,120.7479038,70489_2024.epw,True,True,True,Good,Good,Good,Good,Suspicious,Good,Good,Good,Good
99923,55.97796,-130.03671,Hyder,AK,15,0.4,2198,America/Sitka,99923,70395,6657.0,11.0,78.54029766,70395_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
99776,63.38825,-143.4114,Tanacross,AK,141,2.6,2240,America/Anchorage,99776,70267,12556.0,90.0,82.2677199,70267_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
99566,61.28097,-142.78996,Chitina,AK,98,0.0,2261,America/Anchorage,99566,70296,8360.0,0.0,105.3794817,70296_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
99780,63.19468,-143.07797,Tok,AK,1559,0.5,2240,America/Anchorage,99780,70267,12556.0,90.0,98.31837767,70267_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
89017,37.73096,-115.24786,Hiko,NV,102,0.1,32017,America/Los_Angeles,89017,72487,4305.0,2063.0,41.00063363,72487_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
59058,47.08099,-107.78958,Mosby,MT,29,0.0,30033,America/Denver,59058,KLWT0,7710.0,307.0,78.96088252,KLWT0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
57651,45.5094,-103.1002,Reva,SD,129,0.2,46063,America/Denver,57651,KHEI0,7517.0,596.0,40.96713558,KHEI0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
59324,45.78588,-104.5465,Ekalaka,MT,946,0.2,30011,America/Denver,59324,KBHK0,7528.0,623.0,41.17908124,KBHK0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
86510,36.23729,-110.23069,Pinon,AZ,4693,2.4,4017,America/Denver,86510,72276,6057.0,520.0,76.71913528,72276_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
57720,45.56634,-103.61302,Buffalo,SD,726,0.2,46063,America/Denver,57720,KHEI0,7517.0,596.0,55.55454974,KHEI0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
89043,38.25741,-114.47219,Pioche,NV,1317,0.3,32017,America/Los_Angeles,89043,72487,4305.0,2063.0,45.48735282,72487_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
89832,41.98653,-116.16574,Owyhee,NV,1351,3.9,32007,America/Los_Angeles,89832,KMUO0,5541.0,1197.0,74.54855868,KMUO0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
99667,61.82399,-151.78293,Skwentna,AK,86,0.0,2170,America/Anchorage,99667,70251,10348.0,16.0,64.22488565,70251_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
57634,45.75269,-101.88428,Keldron,SD,183,0.3,46031,America/Denver,57634,KHEI0,7517.0,596.0,41.30257531,KHEI0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
57724,45.64027,-104.02776,Camp Crook,SD,233,0.3,46063,America/Denver,57724,KBHK0,7528.0,623.0,50.12061912,KBHK0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
86039,36.06276,-110.53209,Kykotsmovi Village,AZ,1273,1.7,4017,America/Denver,86039,72374,4090.0,1855.0,71.88186344,72374_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
85341,31.87377,-112.78476,Lukeville,AZ,0,0.0,4019,America/Phoenix,85341,KCGZ0,1503.0,4401.0,95.42082938,KCGZ0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
99764,63.38147,-141.51133,Northway,AK,439,0.1,2240,America/Anchorage,99764,71966,14319.0,49.0,86.62065481,71966_2024.epw,False,False,False,Good,Good,Good,Suspicious,Good,Suspicious,Suspicious,Good,Good
79834,29.29122,-103.26531,Big Bend National Park,TX,213,0.1,48043,America/Chicago,79834,KPRS0,1116.0,4049.0,70.07276526,KPRS0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
99774,66.01942,-149.0769,Stevens Village,AK,11,0.4,2290,America/Anchorage,99774,70174,14477.0,70.0,90.73405242,70174_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
86033,36.67265,-110.22883,Kayenta,AZ,7407,2.4,4017,America/Denver,86033,72276,6057.0,520.0,95.88960065,72276_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
59039,46.69466,-107.29021,Ingomar,MT,39,0.0,30087,America/Denver,59039,74230,7027.0,823.0,69.23035646,74230_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
59054,46.64222,-107.73319,Melstone,MT,250,0.1,30065,America/Denver,59054,72677,6206.0,749.0,69.11866063,72677_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
79233,34.52345,-100.52865,Estelline,TX,116,0.6,48191,America/Chicago,79233,KPVW0,3580.0,1655.0,72.11611595,KPVW0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
57792,44.53919,-102.41636,White Owl,SD,176,0.3,46093,America/Denver,57792,KD070,7085.0,632.0,39.45525524,KD070_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
79236,33.64183,-100.22815,Guthrie,TX,210,0.2,48269,America/Chicago,79236,KSNK0,2350.0,2853.0,77.71423806,KSNK0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
99746,65.57286,-158.11934,Huslia,AK,404,0.0,2290,America/Anchorage,99746,70222,13660.0,39.0,67.45566798,70222_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
79259,34.40293,-100.46298,Tell,TX,61,0.3,48075,America/Chicago,79259,72352,2722.0,2837.0,70.20307808,72352_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
79245,34.84545,-100.50845,Memphis,TX,2400,3.6,48191,America/Chicago,79245,72352,2722.0,2837.0,71.77772637,72352_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
99745,66.04309,-154.2477,Hughes,AK,90,8.6,2290,America/Anchorage,99745,70173,14223.0,34.0,66.68925836,70173_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
87821,33.97948,-108.05949,Datil,NM,589,0.1,35003,America/Denver,87821,72362,3174.0,2084.0,66.46758567,72362_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
59038,46.19039,-107.22703,Hysham,MT,652,0.3,30103,America/Denver,59038,74230,7027.0,823.0,66.2884406,74230_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
59317,45.36386,-105.49341,Broadus,MT,1084,0.2,30075,America/Denver,59317,72665,6595.0,765.0,71.25872784,72665_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good
87830,33.7196,-108.73952,Reserve,NM,1571,0.7,35003,America/Denver,87830,KSAD0,2279.0,3395.0,79.10873961,KSAD0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
57638,45.8862,-102.21443,Lemmon,SD,1817,0.7,46105,America/Denver,57638,KHEI0,7517.0,596.0,23.0010223,KHEI0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
99730,65.61511,-145.25129,Central,AK,49,0.0,2290,America/Anchorage,99730,70194,15472.0,114.0,65.74991151,70194_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
79539,33.36843,-99.88223,O'Brien,TX,169,1.7,48207,America/Chicago,79539,72266,1930.0,3104.0,66.76325234,72266_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
79229,33.66676,-100.67825,Dickens,TX,401,0.7,48125,America/Chicago,79229,72267,2727.0,2466.0,65.4659051,72267_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
86030,35.9762,-110.71337,Hotevilla,AZ,1531,2.5,4017,America/Phoenix,86030,72374,4090.0,1855.0,65.14834441,72374_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
89831,41.73253,-116.11224,Mountain City,NV,0,0.0,32007,America/Los_Angeles,89831,70580,6190.0,863.0,64.88208929,70580_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
79237,34.91339,-100.63784,Hedley,TX,403,0.8,48129,America/Chicago,79237,72363,3468.0,2130.0,64.51099926,72363_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
59546,47.76973,-108.59198,Zortman,MT,87,0.1,30071,America/Denver,59546,KLWT0,7710.0,307.0,64.42457485,KLWT0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
79251,34.92884,-100.4389,Quail,TX,15,0.1,48087,America/Chicago,79251,KHHF0,3408.0,2209.0,66.79117845,KHHF0_2024.epw,False,False,False,Good,Good,Good,Suspicious,Good,Suspicious,Good,Good,Good
87820,33.89521,-108.54735,Aragon,NM,106,0.3,35003,America/Denver,87820,72271,2762.0,2277.0,86.76180661,72271_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
79239,34.65106,-100.75781,Lakeview,TX,206,0.4,48191,America/Chicago,79239,KPVW0,3580.0,1655.0,64.06940257,KPVW0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
86547,36.50412,-109.49668,Round Rock,AZ,1232,3.7,4001,America/Denver,86547,72276,6057.0,520.0,63.7115842,72276_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
89404,41.88683,-118.70584,Denio,NV,28,0.0,32013,America/Los_Angeles,89404,KREO0,5904.0,990.0,63.5624289,KREO0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good
88426,35.53808,-103.51084,Logan,NM,981,0.5,35037,America/Denver,88426,74736,4071.0,1602.0,63.54247994,74736_2024.epw,False,False,False,Good,Good,Good,Suspicious,Good,Suspicious,Good,Good,Good
82732,43.70242,-105.62088,Wright,WY,1823,6.5,56005,America/Denver,82732,72665,6595.0,765.0,43.73161595,72665_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good
79529,33.43853,-99.84731,Knox City,TX,1476,6.4,48275,America/Chicago,79529,72266,1930.0,3104.0,71.23940161,72266_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
86045,36.05915,-111.12132,Tuba City,AZ,11634,3.3,4005,America/Phoenix,86045,72376,4425.0,1493.0,69.13945631,72376_2024.epw,False,False,False,Good,Good,Good,Suspicious,Good,Suspicious,Good,Good,Good
97641,43.26455,-120.51876,Christmas Valley,OR,1286,0.8,41037,America/Los_Angeles,97641,KS210,7606.0,144.0,63.04117264,KS210_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good
86435,36.05405,-112.90194,Supai,AZ,15,0.0,4005,America/Phoenix,86435,KCMR0,5596.0,565.0,65.2053805,KCMR0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
59645,46.68044,-111.04716,White Sulphur Springs,MT,1717,0.4,30059,America/Denver,59645,72772,6744.0,635.0,43.97342509,72772_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
99740,67.53438,-143.74514,Fort Yukon,AK,533,0.0,2290,America/Anchorage,99740,70194,15472.0,114.0,78.42092822,70194_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
84313,41.65759,-113.96194,Grouse Creek,UT,89,0.1,49003,America/Denver,84313,KBYI0,6124.0,574.0,61.92269169,KBYI0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
89826,41.8873,-115.38128,Jarbidge,NV,0,0.0,32007,America/Los_Angeles,89826,KTWF0,5879.0,888.0,61.47870066,KTWF0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
99733,65.79284,-144.18283,Circle,AK,74,0.3,2290,America/Anchorage,99733,70194,15472.0,114.0,61.42793858,70194_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
99691,62.8638,-153.66044,Nikolai,AK,114,0.0,2290,America/Anchorage,99691,70231,13103.0,33.0,61.32101835,70231_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
88040,31.61683,-108.43763,Hachita,NM,105,0.0,35017,America/Denver,88040,KDMN0,2655.0,2429.0,61.28950565,KDMN0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
59003,45.46675,-106.19541,Ashland,MT,1343,0.8,30087,America/Denver,59003,72666,6634.0,651.0,61.26691113,72666_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
57547,43.47547,-101.42936,Long Valley,SD,133,0.2,46071,America/Denver,57547,KPHP0,6515.0,1014.0,40.49514107,KPHP0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
86545,36.70591,-109.60744,Rock Point,AZ,1373,1.6,4001,America/Denver,86545,KFMN0,4972.0,1273.0,76.32711078,KFMN0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
70091,29.21349,-89.28346,Venice,LA,332,0.6,22075,America/Chicago,70091,KGAO0,1153.0,3251.0,60.95449938,KGAO0_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
79544,33.30151,-99.85288,Rochester,TX,567,2.7,48207,America/Chicago,79544,72266,1930.0,3104.0,61.92160849,72266_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
59010,45.99697,-107.30997,Bighorn,MT,139,0.2,30103,America/Denver,59010,72677,6206.0,749.0,60.90345575,72677_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
99767,65.50221,-150.15117,Rampart,AK,60,12.0,2290,America/Anchorage,99767,70178,13871.0,86.0,60.78331149,70178_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Suspicious,Good,Good
85357,33.97768,-113.50324,Wenden,AZ,342,0.2,4012,America/Phoenix,85357,KBXK0,1426.0,4552.0,60.73166117,KBXK0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
83244,43.95954,-113.11644,Howe,ID,328,0.2,16023,America/Boise,83244,KIDA0,6776.0,533.0,60.61091368,KIDA0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
89042,37.74396,-114.32223,Panaca,NV,990,2.7,32017,America/Los_Angeles,89042,72487,4305.0,2063.0,14.56182571,72487_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
86034,35.79022,-110.12806,Keams Canyon,AZ,1927,1.5,4017,America/Denver,86034,72276,6057.0,520.0,60.32018117,72276_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
86042,35.86169,-110.38752,Polacca,AZ,2181,11.9,4017,America/Phoenix,86042,72374,4090.0,1855.0,60.16037472,72374_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
59465,46.89031,-110.72027,Neihart,MT,40,0.4,30013,America/Denver,59465,KGFA0,6833.0,547.0,47.77798386,KGFA0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
86538,36.40507,-109.59933,Many Farms,AZ,2026,3.9,4001,America/Denver,86538,72276,6057.0,520.0,60.06247921,72276_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
99519,68.93806,-146.32364,Anchorage,AK,469,0.0,2185,America/Anchorage,99519,PASC0,17839.0,5.0,101.0177203,PASC0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good
79248,34.00045,-100.29274,Paducah,TX,1597,1.0,48101,America/Chicago,79248,72352,2722.0,2837.0,73.76827554,72352_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
76388,33.32169,-99.63091,Weinert,TX,255,1.0,48207,America/Chicago,76388,KBKD0,1807.0,3262.0,59.74620655,KBKD0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
79220,33.75776,-100.78642,Afton,TX,225,0.5,48125,America/Chicago,79220,72267,2727.0,2466.0,59.54764555,72267_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
88039,33.34884,-108.72204,Glenwood,NM,333,0.2,35003,America/Denver,88039,72272,3534.0,1534.0,59.52458356,72272_2024.epw,True,True,True,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
36569,31.5425,-88.08932,Saint Stephens,AL,648,4.0,1129,America/Chicago,36569,72223,1305.0,3022.0,59.38004309,72223_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
59087,47.13236,-108.21161,Winnett,MT,371,0.1,30069,America/Denver,59087,KLWT0,7710.0,307.0,59.31873729,KLWT0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
86535,36.78066,-109.85989,Dennehotso,AZ,1298,1.8,4001,America/Denver,86535,72276,6057.0,520.0,89.76514744,72276_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
82329,42.08873,-106.07531,Medicine Bow,WY,366,0.2,56007,America/Denver,82329,KEAN0,5491.0,1003.0,58.8569323,KEAN0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
57660,45.80335,-101.56816,Watauga,SD,103,0.1,46031,America/Denver,57660,KHEI0,7517.0,596.0,54.30160729,KHEI0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
87013,35.90924,-107.39226,Cuba,NM,5350,1.1,35043,America/Denver,87013,KGNT0,5559.0,729.0,58.73281402,KGNT0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
79256,33.89496,-100.7464,Roaring Springs,TX,227,0.5,48345,America/Chicago,79256,KPVW0,3580.0,1655.0,58.70901842,KPVW0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
84654,38.87875,-111.62476,Salina,UT,2653,4.2,49041,America/Denver,84654,KHVE0,4809.0,1762.0,59.00882478,KHVE0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
93545,36.55786,-118.05704,Lone Pine,CA,1899,6.9,6027,America/Los_Angeles,93545,72480,3881.0,1868.0,58.44166312,72480_2024.epw,False,False,False,Good,Good,Good,Suspicious,Good,Suspicious,Good,Good,Good
79240,34.88123,-100.77111,Lelia Lake,TX,72,3.8,48129,America/Chicago,79240,72363,3468.0,2130.0,58.29240946,72363_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
86520,36.11052,-109.93602,Blue Gap,AZ,1689,2.6,4001,America/Denver,86520,72276,6057.0,520.0,58.1449157,72276_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
87018,36.13061,-107.5115,Counselor,NM,606,1.9,35043,America/Denver,87018,KFMN0,4972.0,1273.0,58.0950806,KFMN0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
87733,35.80997,-103.82487,Mosquero,NM,139,0.1,35021,America/Denver,87733,72360,4438.0,1180.0,58.08529537,72360_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
99724,66.38311,-147.32171,Beaver,AK,46,0.9,2290,America/Anchorage,99724,70194,15472.0,114.0,58.07370181,70194_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
85348,33.70873,-113.71442,Salome,AZ,2295,2.0,4012,America/Phoenix,85348,KBLH0,1035.0,5170.0,57.97986924,KBLH0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
82725,44.87763,-105.7088,Recluse,WY,630,0.9,56005,America/Denver,82725,72665,6595.0,765.0,38.41221821,72665_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good
79314,33.58498,-103.01455,Bledsoe,TX,62,1.5,48079,America/Chicago,79314,KCVS0,3379.0,1870.0,57.87984486,KCVS0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
59076,46.27876,-107.07395,Sanders,MT,88,2.9,30103,America/Denver,59076,74230,7027.0,823.0,57.77260533,74230_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
59343,45.65675,-105.43796,Olive,MT,128,0.3,30075,America/Denver,59343,74230,7027.0,823.0,57.74856132,74230_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
97736,42.71476,-119.0058,Frenchglen,OR,104,0.1,41025,America/Los_Angeles,97736,KREO0,5904.0,990.0,57.72220541,KREO0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good
59214,47.30032,-106.01361,Brockway,MT,98,0.1,30055,America/Denver,59214,KGDV0,7468.0,719.0,57.7040644,KGDV0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
99836,56.23548,-134.65335,Port Alexander,AK,97,10.7,2195,America/Sitka,99836,PAFE0,7854.0,0.0,57.57026078,PAFE0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
88114,33.51844,-103.28904,Crossroads,NM,15,0.0,35025,America/Denver,88114,KCVS0,3379.0,1870.0,59.75862477,KCVS0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
57645,45.98433,-101.74271,Morristown,SD,170,0.3,46031,America/Denver,57645,KHEI0,7517.0,596.0,43.88540833,KHEI0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
87743,35.98141,-104.08691,Roy,NM,245,0.2,35021,America/Denver,87743,KRTN0,5629.0,561.0,57.37556258,KRTN0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
57787,44.68205,-102.65549,Union Center,SD,429,0.3,46093,America/Denver,57787,KD070,7085.0,632.0,39.59044684,KD070_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
84536,37.12298,-110.3505,Monument Valley,UT,1869,1.2,49037,America/Denver,84536,KHVE0,4809.0,1762.0,91.53622179,KHVE0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
57473,44.99611,-99.50199,Seneca,SD,127,0.3,46049,America/Chicago,57473,KMBG0,6743.0,841.0,58.12507227,KMBG0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
84329,41.76545,-113.41927,Park Valley,UT,88,0.1,49003,America/Denver,84329,KBYI0,6124.0,574.0,56.64571456,KBYI0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
79201,34.43715,-100.28085,Childress,TX,7238,3.2,48075,America/Chicago,79201,72352,2722.0,2837.0,59.560981,72352_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
59639,47.09251,-112.69228,Lincoln,MT,1118,0.6,30049,America/Denver,59639,72772,6744.0,635.0,48.30793639,72772_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
36538,31.66264,-88.13798,Frankville,AL,407,4.6,1129,America/Chicago,36538,72234,1947.0,2445.0,58.59395664,72234_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
85550,33.5311,-110.48326,San Carlos,AZ,4994,3.4,4007,America/Phoenix,85550,KSOW0,5348.0,961.0,55.97517814,KSOW0_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
57776,45.26374,-103.49577,Redig,SD,0,0.0,46063,America/Denver,57776,KHEI0,7517.0,596.0,65.87300193,KHEI0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
93530,36.48085,-117.86892,Keeler,CA,15,6.4,6027,America/Los_Angeles,93530,74612,2345.0,3536.0,55.90677449,74612_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
99586,62.66801,-144.11183,Gakona,AK,302,0.1,2261,America/Anchorage,99586,70271,13328.0,9.0,55.80838429,70271_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good
97638,43.13952,-120.99851,Silver Lake,OR,466,0.4,41037,America/Los_Angeles,97638,KS210,7606.0,144.0,55.77092938,KS210_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good
59022,45.54103,-107.28431,Crow Agency,MT,2359,5.5,30003,America/Denver,59022,72666,6634.0,651.0,55.69412941,72666_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
79346,33.64815,-102.82498,Morton,TX,2248,2.2,48079,America/Chicago,79346,72267,2727.0,2466.0,58.00105147,72267_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
82225,42.98523,-104.31652,Lusk,WY,2008,0.6,56027,America/Denver,82225,72568,6779.0,644.0,55.49570425,72568_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
59031,45.50144,-107.42008,Garryowen,MT,380,2.1,30003,America/Denver,59031,72666,6634.0,651.0,55.36666177,72666_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
86020,35.99215,-111.50372,Cameron,AZ,2216,0.7,4005,America/Denver,86020,72376,4425.0,1493.0,55.30022307,72376_2024.epw,False,False,False,Good,Good,Good,Suspicious,Good,Suspicious,Good,Good,Good
79261,34.45015,-100.81109,Turkey,TX,357,0.6,48191,America/Chicago,79261,KPVW0,3580.0,1655.0,55.26832467,KPVW0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
69350,41.97744,-101.73279,Hyannis,NE,448,0.4,31075,America/Denver,69350,KAIA0,6508.0,737.0,55.22744481,KAIA0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
