,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
2020-01-01 11:00:00,2020,1,1,11,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,-0.31,-5.49,67.09,93607.0,551.38,1407.1,241.62,338.42,732.14,69.71,35473.44,69495.97,10525.56,1425.5,267.6,4.59,3.45,99,9999,99999,9,999999999,0.45,0.02,0.0,99,0.15,0.0,9
2020-01-01 12:00:00,2020,1,1,12,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,0.71,-5.31,63.03,93587.0,643.17,1407.07,239.32,415.02,781.48,76.49,43914.58,76184.82,11346.89,1638.19,264.1,4.44,3.47,99,9999,99999,9,999999999,0.45,0.02,0.0,99,0.14,0.0,9
2020-01-01 13:00:00,2020,1,1,13,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,1.76,-5.08,59.5,93545.0,667.88,1407.4,235.68,479.02,734.04,145.01,49571.2,70466.61,19599.06,2884.16,262.4,4.34,3.73,99,9999,99999,9,999999999,0.45,0.02,0.0,99,0.14,0.0,9
2020-01-01 14:00:00,2020,1,1,14,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,2.47,-4.83,57.77,93516.0,623.78,1407.36,227.98,464.73,891.94,78.76,48814.85,86340.44,11673.09,1637.46,263.9,4.17,1.25,99,9999,99999,9,999999999,0.43,0.02,0.0,99,0.14,0.0,9
2020-01-01 15:00:00,2020,1,1,15,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,2.67,-4.48,58.57,93519.0,513.88,1407.11,222.55,366.52,901.49,52.3,38867.86,84710.58,8062.06,1192.16,265.1,3.86,1.15,99,9999,99999,9,999999999,0.43,0.02,0.0,99,0.15,0.0,9
2020-01-01 16:00:00,2020,1,1,16,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,2.26,-4.01,62.61,93541.0,345.67,1407.19,220.9,230.82,784.06,42.38,24468.86,67704.29,6702.87,883.08,262.2,3.3,0.96,99,9999,99999,9,999999999,0.42,0.02,0.0,99,0.16,0.0,9
2020-01-01 17:00:00,2020,1,1,17,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,0.59,-3.26,75.1,93593.0,130.88,1406.31,217.7,68.9,430.28,21.98,6982.04,26065.78,3613.8,416.23,254.6,2.29,0.88,99,9999,99999,9,999999999,0.42,0.02,0.0,99,0.17,0.0,9
2020-01-01 18:00:00,2020,1,1,18,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,-2.24,-3.32,93.87,93637.0,0.0,0.0,212.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.2,2.04,0.64,99,9999,99999,9,999999999,0.42,0.03,0.0,99,999.0,0.0,9
2020-01-01 19:00:00,2020,1,1,19,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,-2.71,-3.34,97.36,93662.0,0.0,0.0,211.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.2,2.02,0.5,99,9999,99999,9,999999999,0.41,0.03,0.0,99,999.0,0.0,9
2020-01-01 20:00:00,2020,1,1,20,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,-2.6,-3.24,97.11,93697.0,0.0,0.0,213.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.2,2.21,0.35,99,9999,99999,9,999999999,0.41,0.04,0.0,99,999.0,0.0,9
2020-01-01 21:00:00,2020,1,1,21,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,-2.44,-3.06,97.33,93704.0,0.0,0.0,208.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.8,2.2,0.21,99,9999,99999,9,999999999,0.4,0.04,0.0,99,999.0,0.0,9
2020-01-01 22:00:00,2020,1,1,22,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,-2.3,-2.8,98.26,93694.0,0.0,0.0,207.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,2.3,0.06,99,9999,99999,9,999999999,0.39,0.04,0.0,99,999.0,0.0,9
2020-01-01 23:00:00,2020,1,1,23,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,-2.07,-2.35,99.61,93706.0,0.0,0.0,211.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.7,2.33,1.41,99,9999,99999,9,999999999,0.4,0.04,0.0,99,999.0,0.0,9
2020-01-02 00:00:00,2020,1,1,24,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,-1.84,-1.94,100.0,93702.0,0.0,0.0,216.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.2,2.39,2.76,99,9999,99999,9,999999999,0.4,0.04,0.0,99,999.0,0.0,9
2020-01-02 01:00:00,2020,1,2,1,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,-1.78,-1.62,100.0,93704.0,0.0,0.0,217.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.4,2.32,4.67,99,9999,99999,9,999999999,0.38,0.04,0.0,99,999.0,0.0,9
2020-01-02 02:00:00,2020,1,2,2,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,-2.02,-1.45,100.0,93719.0,0.0,0.0,218.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.5,2.27,5.74,99,9999,99999,9,999999999,0.36,0.04,0.0,99,999.0,0.0,9
2020-01-02 03:00:00,2020,1,2,3,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,-1.92,-1.53,100.0,93738.0,0.0,0.0,223.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.8,2.27,8.45,99,9999,99999,9,999999999,0.4,0.02,0.0,99,999.0,0.0,9
2020-01-02 04:00:00,2020,1,2,4,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,-1.75,-1.74,100.0,93704.0,0.0,0.0,219.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.3,2.29,5.62,99,9999,99999,9,999999999,0.44,0.02,0.0,99,999.0,0.0,9
2020-01-02 05:00:00,2020,1,2,5,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,-1.57,-2.0,98.01,93668.0,0.0,0.0,217.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.2,2.28,3.73,99,9999,99999,9,999999999,0.48,0.02,0.0,99,999.0,0.0,9
2020-01-02 06:00:00,2020,1,2,6,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,-1.13,-2.15,93.44,93701.0,0.0,0.0,219.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.9,2.41,5.67,99,9999,99999,9,999999999,0.52,0.02,0.0,99,999.0,0.0,9
2020-01-02 07:00:00,2020,1,2,7,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,-0.94,-2.4,90.16,93738.0,0.0,0.0,225.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.3,2.4,8.82,99,9999,99999,9,999999999,0.57,0.03,0.0,99,999.0,0.0,9
2020-01-02 08:00:00,2020,1,2,8,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,-0.41,-2.68,84.74,93712.0,0.0,0.0,234.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.8,2.33,9.96,99,9999,99999,9,999999999,0.61,0.04,14.59,99,999.0,0.02,9
2020-01-02 09:00:00,2020,1,2,9,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,1.1,-2.88,74.5,93691.0,208.48,1407.17,228.5,104.53,193.0,72.82,10823.73,11219.63,8724.15,1455.5,199.9,2.32,8.22,99,9999,99999,9,999999999,0.74,0.03,9.12,99,0.15,0.0,9
2020-01-02 10:00:00,2020,1,2,10,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,3.41,-2.89,63.19,93700.0,399.0,1407.34,237.3,248.77,394.09,130.91,26112.24,32625.12,15584.57,2693.46,193.6,2.5,7.42,99,9999,99999,9,999999999,0.88,0.03,0.0,99,0.16,0.0,9
2020-01-02 11:00:00,2020,1,2,11,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,5.67,-1.95,57.87,93693.0,552.22,1407.52,250.02,371.38,613.74,154.42,38822.47,55918.92,19807.14,3061.82,192.4,2.42,6.43,99,9999,99999,9,999999999,1.02,0.04,0.0,99,0.15,0.0,9
2020-01-02 12:00:00,2020,1,2,12,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,6.37,-0.96,59.48,93649.0,644.62,1407.38,256.35,451.25,765.01,138.11,47150.9,72392.12,19184.43,2717.52,200.0,2.37,5.29,99,9999,99999,9,999999999,1.17,0.04,0.0,99,0.14,0.0,9
2020-01-02 13:00:00,2020,1,2,13,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,6.85,-0.41,59.92,93582.0,669.88,1407.51,295.52,293.67,54.61,240.7,32497.02,5187.76,27218.43,6815.73,206.5,2.69,9.86,99,9999,99999,9,999999999,1.32,0.07,0.0,99,0.15,0.0,9
2020-01-02 14:00:00,2020,1,2,14,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,7.09,-0.12,60.24,93522.0,626.28,1407.54,311.12,272.7,83.91,220.55,30196.2,7854.11,24987.04,6128.23,215.6,2.85,9.57,99,9999,99999,9,999999999,1.45,0.07,0.0,99,0.15,0.03,9
2020-01-02 15:00:00,2020,1,2,15,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,6.6,0.41,64.58,93487.0,516.8,1407.6,302.0,216.68,75.49,175.02,23997.71,6792.38,19877.98,4633.55,224.0,2.71,9.47,99,9999,99999,9,999999999,1.59,0.1,0.0,99,0.15,0.1,9
2020-01-02 16:00:00,2020,1,2,16,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,6.29,1.21,69.89,93477.0,348.9,1407.74,291.67,136.15,85.7,108.16,14879.92,6558.46,12881.92,2367.13,228.3,2.78,9.22,99,9999,99999,9,999999999,1.71,0.11,0.0,99,0.15,0.14,9
2020-01-02 17:00:00,2020,1,2,17,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,5.96,2.15,76.5,93518.0,134.43,1407.67,304.48,36.45,37.31,32.75,4047.14,1676.68,4035.99,681.49,228.3,2.99,9.18,99,9999,99999,9,999999999,1.83,0.12,0.0,99,0.15,0.3,9
2020-01-02 18:00:00,2020,1,2,18,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,5.9,3.18,82.65,93558.0,0.0,0.0,294.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.3,3.14,8.67,99,9999,99999,9,999999999,1.94,0.13,0.0,99,999.0,0.56,9
2020-01-02 19:00:00,2020,1,2,19,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,5.92,4.1,88.0,93567.0,0.0,0.0,310.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.3,3.03,10.0,99,9999,99999,9,999999999,2.06,0.12,0.0,99,999.0,0.68,9
2020-01-02 20:00:00,2020,1,2,20,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,5.88,4.77,92.45,93577.0,0.0,0.0,307.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.9,2.8,9.95,99,9999,99999,9,999999999,2.18,0.13,0.0,99,999.0,2.1,9
2020-01-02 21:00:00,2020,1,2,21,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,6.05,5.36,95.18,93574.0,0.0,0.0,309.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.7,2.62,10.0,99,9999,99999,9,999999999,2.3,0.15,0.0,99,999.0,6.26,9
2020-01-02 22:00:00,2020,1,2,22,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,6.37,5.95,97.01,93594.0,0.0,0.0,307.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.7,2.63,10.0,99,9999,99999,9,999999999,2.41,0.15,0.0,99,999.0,3.13,9
2020-01-02 23:00:00,2020,1,2,23,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,6.89,6.59,97.86,93503.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,2.6,9.61,99,9999,99999,9,999999999,2.52,0.15,0.0,99,999.0,1.83,9
2020-01-03 00:00:00,2020,1,2,24,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,7.02,6.92,99.29,93296.0,0.0,0.0,311.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.3,2.52,10.0,99,9999,99999,9,999999999,2.63,0.15,0.0,99,999.0,0.52,9
2020-01-03 01:00:00,2020,1,3,1,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,7.73,7.47,98.21,93388.0,0.0,0.0,311.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.7,2.6,10.0,99,9999,99999,9,999999999,2.74,0.14,0.0,99,999.0,1.54,9
2020-01-03 02:00:00,2020,1,3,2,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,6.71,7.14,100.0,93410.0,0.0,0.0,314.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.3,1.5,10.0,99,9999,99999,9,999999999,2.86,0.12,0.0,99,999.0,34.63,9
2020-01-03 03:00:00,2020,1,3,3,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,6.57,6.99,100.0,93403.0,0.0,0.0,316.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.5,1.65,10.0,99,9999,99999,9,999999999,2.85,0.12,0.0,99,999.0,46.12,9
2020-01-03 04:00:00,2020,1,3,4,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,6.97,7.02,100.0,93274.0,0.0,0.0,302.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.2,2.03,10.0,99,9999,99999,9,999999999,2.86,0.11,0.0,99,999.0,23.05,9
2020-01-03 05:00:00,2020,1,3,5,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,6.36,6.49,100.0,93354.0,0.0,0.0,316.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.4,2.07,10.0,99,9999,99999,9,999999999,2.87,0.11,0.0,99,999.0,5.22,9
2020-01-03 06:00:00,2020,1,3,6,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,6.42,6.25,99.03,93324.0,0.0,0.0,325.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.9,1.85,9.89,99,9999,99999,9,999999999,2.88,0.13,0.0,99,999.0,29.33,9
2020-01-03 07:00:00,2020,1,3,7,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,5.5,5.56,100.0,93337.0,0.0,0.0,317.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.6,1.73,9.62,99,9999,99999,9,999999999,2.89,0.14,0.0,99,999.0,4.7,9
2020-01-03 08:00:00,2020,1,3,8,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,5.89,5.69,98.66,93428.0,0.0,0.0,327.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,2.04,10.0,99,9999,99999,9,999999999,2.91,0.15,0.0,99,999.0,4.1,9
2020-01-03 09:00:00,2020,1,3,9,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,6.32,5.98,97.61,93398.0,208.3,1407.6,335.85,42.38,47.46,35.34,4835.09,2582.33,4547.97,746.39,208.4,1.91,10.0,99,9999,99999,9,999999999,2.88,0.12,0.0,99,0.15,49.89,9
2020-01-03 10:00:00,2020,1,3,10,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,7.37,6.74,95.72,93513.0,399.4,1407.09,337.67,97.93,131.83,74.52,10846.88,9486.38,10276.37,1370.67,228.7,1.98,10.0,99,9999,99999,9,999999999,2.85,0.12,0.0,99,0.15,23.44,9
2020-01-03 11:00:00,2020,1,3,11,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,8.35,7.43,93.78,93556.0,553.2,1407.71,342.6,143.02,156.99,104.69,15945.31,12896.82,14240.4,2032.16,229.7,1.99,10.0,99,9999,99999,9,999999999,2.84,0.12,0.0,99,0.15,15.37,9
2020-01-03 12:00:00,2020,1,3,12,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,9.37,7.95,90.76,93490.0,646.15,1407.38,334.98,155.62,16.06,131.65,17927.99,923.86,15228.27,5629.97,228.3,2.18,9.89,99,9999,99999,9,999999999,2.82,0.13,0.0,99,0.15,9.18,9
2020-01-03 13:00:00,2020,1,3,13,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,10.64,8.47,86.4,93387.0,671.97,1407.37,338.35,138.77,26.9,113.51,15642.22,2356.52,13366.13,3675.23,225.7,2.21,9.83,99,9999,99999,9,999999999,2.79,0.12,0.0,99,0.15,1.44,9
2020-01-03 14:00:00,2020,1,3,14,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,11.67,8.84,82.68,93319.0,628.88,1407.45,344.75,126.18,47.24,100.11,14224.19,4094.77,11809.07,3194.0,227.7,2.22,9.66,99,9999,99999,9,999999999,2.78,0.14,0.0,99,0.15,4.63,9
2020-01-03 15:00:00,2020,1,3,15,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,11.82,9.13,83.43,93269.0,519.8,1407.68,337.17,86.7,22.23,73.36,9772.95,1858.5,8684.3,2250.57,229.0,1.91,9.85,99,9999,99999,9,999999999,2.76,0.13,0.0,99,0.15,3.78,9
2020-01-03 16:00:00,2020,1,3,16,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,11.23,9.59,89.52,93363.0,352.2,1407.61,335.5,53.28,13.38,46.14,5999.83,1010.34,5474.26,1322.15,222.9,1.76,9.88,99,9999,99999,9,999999999,2.76,0.15,0.0,99,0.15,9.55,9
2020-01-03 17:00:00,2020,1,3,17,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,9.18,9.2,100.0,93384.0,138.12,1407.89,334.55,13.18,0.0,12.25,1576.9,0.0,1466.29,483.73,202.8,1.42,10.0,99,9999,99999,9,999999999,2.76,0.16,0.0,99,0.15,18.47,9
2020-01-03 18:00:00,2020,1,3,18,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,8.41,8.84,100.0,93407.0,0.0,0.0,327.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.4,1.78,10.0,99,9999,99999,9,999999999,2.75,0.17,0.0,99,999.0,10.34,9
2020-01-03 19:00:00,2020,1,3,19,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,8.01,8.54,100.0,93402.0,0.0,0.0,327.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.1,1.83,10.0,99,9999,99999,9,999999999,2.75,0.16,0.0,99,999.0,6.52,9
2020-01-03 20:00:00,2020,1,3,20,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,8.28,8.44,100.0,93395.0,0.0,0.0,332.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.4,2.15,10.0,99,9999,99999,9,999999999,2.79,0.22,0.0,99,999.0,5.38,9
2020-01-03 21:00:00,2020,1,3,21,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,8.21,8.2,99.79,93345.0,0.0,0.0,316.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.9,2.14,10.0,99,9999,99999,9,999999999,2.68,0.25,0.0,99,999.0,5.08,9
2020-01-03 22:00:00,2020,1,3,22,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,7.9,7.87,99.64,93299.0,0.0,0.0,317.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.3,2.18,10.0,99,9999,99999,9,999999999,2.6,0.31,0.0,99,999.0,8.21,9
2020-01-03 23:00:00,2020,1,3,23,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,7.87,7.76,99.2,93354.0,0.0,0.0,320.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.9,2.69,9.99,99,9999,99999,9,999999999,2.53,0.34,0.0,99,999.0,12.9,9
2020-01-04 00:00:00,2020,1,3,24,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,7.87,7.69,98.77,93347.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.1,2.81,10.0,99,9999,99999,9,999999999,2.46,0.41,0.0,99,999.0,13.93,9
2020-01-04 01:00:00,2020,1,4,1,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,7.81,7.63,98.66,93255.0,0.0,0.0,318.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.5,2.84,10.0,99,9999,99999,9,999999999,2.39,0.36,0.0,99,999.0,7.35,9
2020-01-04 02:00:00,2020,1,4,2,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,7.55,7.44,99.23,93202.0,0.0,0.0,313.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.8,2.7,9.97,99,9999,99999,9,999999999,2.34,0.36,0.0,99,999.0,2.54,9
2020-01-04 03:00:00,2020,1,4,3,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9?9?9,7.44,7.34,99.26,93207.0,0.0,0.0,315.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.1,2.66,10.0,99,9999,99999,9,999999999,2.2,0.44,0.0,99,999.0,3.37,9
